NUMERO;COD_USUARIO;FECHA_CREACION;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;PRECIO_CABANDES;HA_SIDO_CANCELADO;HA_SIDO_ENTREGADO;
9336753;'nolo72@uniandes.edu.co';TO_DATE('2014-03-03','YYYY-MM-DD');TO_DATE('2014-03-18','YYYY-MM-DD');TO_DATE('2014-03-22','YYYY-MM-DD');89725;'No';'Si';
730398;'ka83@gmail.com';TO_DATE('2013-11-02','YYYY-MM-DD');TO_DATE('2013-11-12','YYYY-MM-DD');NULL;51341;'Si';'No';
7393501;'vazo63@uniandes.edu.co';TO_DATE('2014-02-24','YYYY-MM-DD');TO_DATE('2014-03-09','YYYY-MM-DD');NULL;275472;'No';'No';
9244354;'vela43@hotmail.com';TO_DATE('2013-08-14','YYYY-MM-DD');TO_DATE('2013-08-25','YYYY-MM-DD');TO_DATE('2013-08-24','YYYY-MM-DD');108136;'No';'Si';
5489221;'me32@uniandes.edu.co';TO_DATE('2013-06-15','YYYY-MM-DD');TO_DATE('2013-06-25','YYYY-MM-DD');NULL;61968;'No';'No';
7680576;'la91@yahoo.com';TO_DATE('2013-08-02','YYYY-MM-DD');TO_DATE('2013-08-11','YYYY-MM-DD');NULL;166644;'No';'No';
7230278;'wa75@yahoo.com';TO_DATE('2014-03-29','YYYY-MM-DD');TO_DATE('2014-04-08','YYYY-MM-DD');NULL;203873;'Si';'No';
2839624;'taxu38@gmail.com';TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-07','YYYY-MM-DD');TO_DATE('2014-03-04','YYYY-MM-DD');93026;'No';'Si';
5084228;'beno69@gmail.com';TO_DATE('2013-10-26','YYYY-MM-DD');TO_DATE('2013-11-05','YYYY-MM-DD');NULL;181065;'Si';'No';
2005449;'hose83@gmail.com';TO_DATE('2013-12-27','YYYY-MM-DD');TO_DATE('2014-01-08','YYYY-MM-DD');TO_DATE('2014-01-12','YYYY-MM-DD');292511;'No';'Si';
8395553;'do2@gmail.com';TO_DATE('2013-06-22','YYYY-MM-DD');TO_DATE('2013-07-04','YYYY-MM-DD');NULL;187166;'No';'No';
5195644;'de37@uniandes.edu.co';TO_DATE('2014-02-16','YYYY-MM-DD');TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-04','YYYY-MM-DD');109158;'No';'Si';
3068640;'ra4@gmail.com';TO_DATE('2014-01-07','YYYY-MM-DD');TO_DATE('2014-01-16','YYYY-MM-DD');TO_DATE('2014-01-17','YYYY-MM-DD');145384;'No';'Si';
8032860;'to95@gmail.com';TO_DATE('2014-02-05','YYYY-MM-DD');TO_DATE('2014-02-13','YYYY-MM-DD');TO_DATE('2014-02-11','YYYY-MM-DD');175031;'No';'Si';
8195800;'fazo8@yahoo.com';TO_DATE('2013-05-09','YYYY-MM-DD');TO_DATE('2013-05-24','YYYY-MM-DD');TO_DATE('2013-05-26','YYYY-MM-DD');14601;'No';'Si';
7608452;'me32@uniandes.edu.co';TO_DATE('2013-10-07','YYYY-MM-DD');TO_DATE('2013-10-21','YYYY-MM-DD');NULL;241976;'No';'No';
721803;'cugu88@gmail.com';TO_DATE('2013-09-13','YYYY-MM-DD');TO_DATE('2013-09-28','YYYY-MM-DD');NULL;275519;'No';'No';
919188;'qe80@uniandes.edu.co';TO_DATE('2014-02-28','YYYY-MM-DD');TO_DATE('2014-03-11','YYYY-MM-DD');TO_DATE('2014-03-12','YYYY-MM-DD');173547;'No';'Si';
3242537;'kevu17@gmail.com';TO_DATE('2013-06-05','YYYY-MM-DD');TO_DATE('2013-06-14','YYYY-MM-DD');TO_DATE('2013-06-09','YYYY-MM-DD');46482;'No';'Si';
530898;'co11@uniandes.edu.co';TO_DATE('2014-04-10','YYYY-MM-DD');TO_DATE('2014-04-23','YYYY-MM-DD');TO_DATE('2014-04-25','YYYY-MM-DD');291155;'No';'Si';
6418465;'fazo8@yahoo.com';TO_DATE('2014-03-29','YYYY-MM-DD');TO_DATE('2014-04-11','YYYY-MM-DD');TO_DATE('2014-04-16','YYYY-MM-DD');63240;'No';'Si';
465780;'geqo14@gmail.com';TO_DATE('2013-12-16','YYYY-MM-DD');TO_DATE('2013-12-24','YYYY-MM-DD');NULL;45700;'No';'No';
2322341;'peme19@hotmail.com';TO_DATE('2014-04-11','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');146324;'No';'Si';
5099448;'daco57@hotmail.com';TO_DATE('2013-11-16','YYYY-MM-DD');TO_DATE('2013-11-30','YYYY-MM-DD');NULL;103192;'No';'No';
6554739;'su66@yahoo.com';TO_DATE('2013-11-19','YYYY-MM-DD');TO_DATE('2013-12-01','YYYY-MM-DD');TO_DATE('2013-12-06','YYYY-MM-DD');35034;'No';'Si';
252336;'do4@uniandes.edu.co';TO_DATE('2013-12-12','YYYY-MM-DD');TO_DATE('2013-12-25','YYYY-MM-DD');NULL;187721;'No';'No';
6245612;'nu43@uniandes.edu.co';TO_DATE('2014-03-17','YYYY-MM-DD');TO_DATE('2014-03-25','YYYY-MM-DD');NULL;180706;'No';'No';
2718236;'nu43@uniandes.edu.co';TO_DATE('2013-06-20','YYYY-MM-DD');TO_DATE('2013-07-04','YYYY-MM-DD');NULL;137862;'Si';'No';
8205171;'ni36@yahoo.com';TO_DATE('2013-10-14','YYYY-MM-DD');TO_DATE('2013-10-25','YYYY-MM-DD');TO_DATE('2013-10-25','YYYY-MM-DD');85472;'No';'Si';
7052628;'heru94@hotmail.com';TO_DATE('2013-06-09','YYYY-MM-DD');TO_DATE('2013-06-18','YYYY-MM-DD');TO_DATE('2013-06-17','YYYY-MM-DD');35496;'No';'Si';
4761680;'so82@gmail.com';TO_DATE('2013-08-10','YYYY-MM-DD');TO_DATE('2013-08-22','YYYY-MM-DD');TO_DATE('2013-08-22','YYYY-MM-DD');115143;'No';'Si';
4635696;'ru65@gmail.com';TO_DATE('2013-11-25','YYYY-MM-DD');TO_DATE('2013-12-06','YYYY-MM-DD');TO_DATE('2013-12-11','YYYY-MM-DD');15362;'No';'Si';
6692428;'pa11@hotmail.com';TO_DATE('2014-04-12','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');NULL;13196;'No';'No';
9376369;'ni44@uniandes.edu.co';TO_DATE('2014-04-06','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');TO_DATE('2014-04-24','YYYY-MM-DD');51664;'No';'Si';
1064021;'suga36@uniandes.edu.co';TO_DATE('2013-08-23','YYYY-MM-DD');TO_DATE('2013-09-06','YYYY-MM-DD');TO_DATE('2013-09-06','YYYY-MM-DD');53549;'No';'Si';
6627231;'qedi8@yahoo.com';TO_DATE('2013-09-24','YYYY-MM-DD');TO_DATE('2013-10-03','YYYY-MM-DD');NULL;12672;'No';'No';
1142418;'qisa5@uniandes.edu.co';TO_DATE('2013-06-05','YYYY-MM-DD');TO_DATE('2013-06-17','YYYY-MM-DD');NULL;179147;'Si';'No';
1562483;'buza67@gmail.com';TO_DATE('2014-03-17','YYYY-MM-DD');TO_DATE('2014-03-30','YYYY-MM-DD');TO_DATE('2014-03-26','YYYY-MM-DD');76840;'No';'Si';
7310092;'ce70@uniandes.edu.co';TO_DATE('2014-01-12','YYYY-MM-DD');TO_DATE('2014-01-24','YYYY-MM-DD');TO_DATE('2014-01-24','YYYY-MM-DD');157372;'No';'Si';
539616;'ha61@gmail.com';TO_DATE('2014-03-17','YYYY-MM-DD');TO_DATE('2014-04-01','YYYY-MM-DD');NULL;287212;'Si';'No';
6439642;'naja94@yahoo.com';TO_DATE('2013-05-19','YYYY-MM-DD');TO_DATE('2013-05-28','YYYY-MM-DD');TO_DATE('2013-05-30','YYYY-MM-DD');62328;'No';'Si';
436138;'to93@yahoo.com';TO_DATE('2013-05-28','YYYY-MM-DD');TO_DATE('2013-06-08','YYYY-MM-DD');TO_DATE('2013-06-11','YYYY-MM-DD');18615;'No';'Si';
7861530;'tuno67@gmail.com';TO_DATE('2014-03-12','YYYY-MM-DD');TO_DATE('2014-03-24','YYYY-MM-DD');NULL;152802;'No';'No';
730112;'sefi96@uniandes.edu.co';TO_DATE('2013-04-29','YYYY-MM-DD');TO_DATE('2013-05-08','YYYY-MM-DD');NULL;244885;'No';'No';
2344762;'bowi1@yahoo.com';TO_DATE('2014-04-05','YYYY-MM-DD');TO_DATE('2014-04-17','YYYY-MM-DD');TO_DATE('2014-04-13','YYYY-MM-DD');270423;'No';'Si';
4510041;'buza67@gmail.com';TO_DATE('2014-03-20','YYYY-MM-DD');TO_DATE('2014-04-01','YYYY-MM-DD');NULL;60157;'Si';'No';
2077936;'mi14@uniandes.edu.co';TO_DATE('2013-10-04','YYYY-MM-DD');TO_DATE('2013-10-18','YYYY-MM-DD');TO_DATE('2013-10-16','YYYY-MM-DD');71808;'No';'Si';
7254373;'la91@yahoo.com';TO_DATE('2013-07-10','YYYY-MM-DD');TO_DATE('2013-07-25','YYYY-MM-DD');NULL;121126;'No';'No';
3280120;'mi71@yahoo.com';TO_DATE('2013-12-01','YYYY-MM-DD');TO_DATE('2013-12-11','YYYY-MM-DD');NULL;202520;'Si';'No';
2055304;'za91@hotmail.com';TO_DATE('2014-02-18','YYYY-MM-DD');TO_DATE('2014-03-02','YYYY-MM-DD');NULL;224261;'No';'No';
7146446;'sapu23@gmail.com';TO_DATE('2014-03-20','YYYY-MM-DD');TO_DATE('2014-03-29','YYYY-MM-DD');TO_DATE('2014-03-25','YYYY-MM-DD');257931;'No';'Si';
9621725;'xe69@gmail.com';TO_DATE('2013-08-27','YYYY-MM-DD');TO_DATE('2013-09-04','YYYY-MM-DD');NULL;224202;'No';'No';
998602;'ni44@uniandes.edu.co';TO_DATE('2013-07-08','YYYY-MM-DD');TO_DATE('2013-07-22','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');292468;'No';'Si';
7470508;'sefi96@uniandes.edu.co';TO_DATE('2014-03-12','YYYY-MM-DD');TO_DATE('2014-03-19','YYYY-MM-DD');TO_DATE('2014-03-15','YYYY-MM-DD');221233;'No';'Si';
4986532;'mo65@hotmail.com';TO_DATE('2013-07-23','YYYY-MM-DD');TO_DATE('2013-07-31','YYYY-MM-DD');TO_DATE('2013-08-01','YYYY-MM-DD');253754;'No';'Si';
4590938;'wa75@yahoo.com';TO_DATE('2013-09-23','YYYY-MM-DD');TO_DATE('2013-10-01','YYYY-MM-DD');TO_DATE('2013-09-28','YYYY-MM-DD');183567;'No';'Si';
2901067;'buza67@gmail.com';TO_DATE('2013-05-21','YYYY-MM-DD');TO_DATE('2013-05-29','YYYY-MM-DD');NULL;202624;'No';'No';
9488529;'cugu88@gmail.com';TO_DATE('2013-05-23','YYYY-MM-DD');TO_DATE('2013-06-06','YYYY-MM-DD');TO_DATE('2013-06-07','YYYY-MM-DD');60782;'No';'Si';
4092147;'ki46@yahoo.com';TO_DATE('2013-10-29','YYYY-MM-DD');TO_DATE('2013-11-12','YYYY-MM-DD');NULL;54141;'No';'No';
2867583;'ni44@uniandes.edu.co';TO_DATE('2013-08-18','YYYY-MM-DD');TO_DATE('2013-08-25','YYYY-MM-DD');NULL;284982;'No';'No';
9404128;'qe27@yahoo.com';TO_DATE('2014-01-26','YYYY-MM-DD');TO_DATE('2014-02-04','YYYY-MM-DD');NULL;111191;'No';'No';
3799374;'ca37@uniandes.edu.co';TO_DATE('2013-07-12','YYYY-MM-DD');TO_DATE('2013-07-19','YYYY-MM-DD');NULL;185312;'No';'No';
2817166;'naja94@yahoo.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_DATE('2014-02-08','YYYY-MM-DD');NULL;197365;'Si';'No';
3900723;'vazo63@uniandes.edu.co';TO_DATE('2013-05-21','YYYY-MM-DD');TO_DATE('2013-05-30','YYYY-MM-DD');NULL;281055;'No';'No';
2375808;'veki71@uniandes.edu.co';TO_DATE('2013-08-17','YYYY-MM-DD');TO_DATE('2013-08-30','YYYY-MM-DD');NULL;44051;'Si';'No';
1201714;'wa75@yahoo.com';TO_DATE('2013-05-18','YYYY-MM-DD');TO_DATE('2013-05-28','YYYY-MM-DD');TO_DATE('2013-06-01','YYYY-MM-DD');163623;'No';'Si';
64421;'mare65@hotmail.com';TO_DATE('2014-04-05','YYYY-MM-DD');TO_DATE('2014-04-19','YYYY-MM-DD');NULL;127951;'No';'No';
6804420;'fuke46@yahoo.com';TO_DATE('2013-05-23','YYYY-MM-DD');TO_DATE('2013-06-06','YYYY-MM-DD');NULL;14458;'No';'No';
9667485;'ki46@yahoo.com';TO_DATE('2013-05-02','YYYY-MM-DD');TO_DATE('2013-05-11','YYYY-MM-DD');TO_DATE('2013-05-09','YYYY-MM-DD');202815;'No';'Si';
8746250;'robi10@yahoo.com';TO_DATE('2014-02-01','YYYY-MM-DD');TO_DATE('2014-02-11','YYYY-MM-DD');TO_DATE('2014-02-06','YYYY-MM-DD');164774;'No';'Si';
2893121;'keta84@uniandes.edu.co';TO_DATE('2013-12-30','YYYY-MM-DD');TO_DATE('2014-01-11','YYYY-MM-DD');TO_DATE('2014-01-16','YYYY-MM-DD');88291;'No';'Si';
413336;'do4@uniandes.edu.co';TO_DATE('2014-02-07','YYYY-MM-DD');TO_DATE('2014-02-15','YYYY-MM-DD');NULL;123452;'No';'No';
1264385;'qe47@hotmail.com';TO_DATE('2013-09-27','YYYY-MM-DD');TO_DATE('2013-10-08','YYYY-MM-DD');NULL;152365;'No';'No';
8034897;'suga36@uniandes.edu.co';TO_DATE('2013-05-05','YYYY-MM-DD');TO_DATE('2013-05-12','YYYY-MM-DD');TO_DATE('2013-05-12','YYYY-MM-DD');115635;'No';'Si';
6335721;'peme19@hotmail.com';TO_DATE('2014-03-03','YYYY-MM-DD');TO_DATE('2014-03-15','YYYY-MM-DD');NULL;181390;'No';'No';
6320736;'ka83@gmail.com';TO_DATE('2013-05-08','YYYY-MM-DD');TO_DATE('2013-05-19','YYYY-MM-DD');NULL;186931;'Si';'No';
5577672;'cugu88@gmail.com';TO_DATE('2014-03-15','YYYY-MM-DD');TO_DATE('2014-03-29','YYYY-MM-DD');NULL;281302;'No';'No';
272211;'vofe30@yahoo.com';TO_DATE('2014-04-10','YYYY-MM-DD');TO_DATE('2014-04-24','YYYY-MM-DD');NULL;107891;'No';'No';
3984280;'peme19@hotmail.com';TO_DATE('2014-02-17','YYYY-MM-DD');TO_DATE('2014-02-24','YYYY-MM-DD');NULL;126488;'Si';'No';
3674326;'ni36@yahoo.com';TO_DATE('2013-05-03','YYYY-MM-DD');TO_DATE('2013-05-11','YYYY-MM-DD');NULL;19114;'No';'No';
8033731;'naja94@yahoo.com';TO_DATE('2014-01-30','YYYY-MM-DD');TO_DATE('2014-02-08','YYYY-MM-DD');TO_DATE('2014-02-04','YYYY-MM-DD');244253;'No';'Si';
9200478;'ha61@gmail.com';TO_DATE('2013-10-10','YYYY-MM-DD');TO_DATE('2013-10-25','YYYY-MM-DD');TO_DATE('2013-10-27','YYYY-MM-DD');253841;'No';'Si';
4845748;'wenu82@gmail.com';TO_DATE('2013-10-01','YYYY-MM-DD');TO_DATE('2013-10-14','YYYY-MM-DD');NULL;212787;'No';'No';
7629298;'hidi1@hotmail.com';TO_DATE('2014-02-17','YYYY-MM-DD');TO_DATE('2014-03-01','YYYY-MM-DD');NULL;159302;'No';'No';
5177820;'ni36@yahoo.com';TO_DATE('2013-11-16','YYYY-MM-DD');TO_DATE('2013-11-25','YYYY-MM-DD');NULL;161912;'No';'No';
4749540;'yidu85@hotmail.com';TO_DATE('2013-09-10','YYYY-MM-DD');TO_DATE('2013-09-20','YYYY-MM-DD');TO_DATE('2013-09-25','YYYY-MM-DD');221248;'No';'Si';
2135879;'vazo63@uniandes.edu.co';TO_DATE('2014-03-09','YYYY-MM-DD');TO_DATE('2014-03-21','YYYY-MM-DD');TO_DATE('2014-03-18','YYYY-MM-DD');163594;'No';'Si';
629140;'geqo14@gmail.com';TO_DATE('2013-12-06','YYYY-MM-DD');TO_DATE('2013-12-17','YYYY-MM-DD');NULL;291683;'No';'No';
2757272;'bo39@hotmail.com';TO_DATE('2014-02-27','YYYY-MM-DD');TO_DATE('2014-03-07','YYYY-MM-DD');TO_DATE('2014-03-07','YYYY-MM-DD');44209;'No';'Si';
7283577;'mo65@hotmail.com';TO_DATE('2013-09-12','YYYY-MM-DD');TO_DATE('2013-09-25','YYYY-MM-DD');TO_DATE('2013-09-27','YYYY-MM-DD');99334;'No';'Si';
2542511;'mi71@yahoo.com';TO_DATE('2013-10-23','YYYY-MM-DD');TO_DATE('2013-11-07','YYYY-MM-DD');TO_DATE('2013-11-08','YYYY-MM-DD');281053;'No';'Si';
6699641;'wo79@yahoo.com';TO_DATE('2014-02-21','YYYY-MM-DD');TO_DATE('2014-03-05','YYYY-MM-DD');NULL;229052;'Si';'No';
8719094;'geqo14@gmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_DATE('2014-02-11','YYYY-MM-DD');NULL;209642;'Si';'No';
867208;'yixe21@yahoo.com';TO_DATE('2014-02-14','YYYY-MM-DD');TO_DATE('2014-02-26','YYYY-MM-DD');TO_DATE('2014-03-01','YYYY-MM-DD');14877;'No';'Si';
4784406;'sapu23@gmail.com';TO_DATE('2013-05-16','YYYY-MM-DD');TO_DATE('2013-05-31','YYYY-MM-DD');NULL;244005;'Si';'No';
3005156;'nu43@uniandes.edu.co';TO_DATE('2014-01-17','YYYY-MM-DD');TO_DATE('2014-01-25','YYYY-MM-DD');NULL;228666;'No';'No';
4518744;'va26@gmail.com';TO_DATE('2013-09-30','YYYY-MM-DD');TO_DATE('2013-10-08','YYYY-MM-DD');NULL;244033;'No';'No';
1308012;'cugu88@gmail.com';TO_DATE('2013-04-20','YYYY-MM-DD');TO_DATE('2013-04-29','YYYY-MM-DD');NULL;75464;'No';'No';
4228215;'pa11@hotmail.com';TO_DATE('2013-05-11','YYYY-MM-DD');TO_DATE('2013-05-20','YYYY-MM-DD');TO_DATE('2013-05-23','YYYY-MM-DD');104693;'No';'Si';
5516423;'zihi33@hotmail.com';TO_DATE('2014-04-15','YYYY-MM-DD');TO_DATE('2014-04-27','YYYY-MM-DD');TO_DATE('2014-04-27','YYYY-MM-DD');158104;'No';'Si';
3170323;'ni36@yahoo.com';TO_DATE('2013-11-04','YYYY-MM-DD');TO_DATE('2013-11-13','YYYY-MM-DD');TO_DATE('2013-11-10','YYYY-MM-DD');47572;'No';'Si';
8658657;'nifo46@uniandes.edu.co';TO_DATE('2013-04-23','YYYY-MM-DD');TO_DATE('2013-05-03','YYYY-MM-DD');NULL;213043;'No';'No';
1111809;'wa75@yahoo.com';TO_DATE('2013-07-07','YYYY-MM-DD');TO_DATE('2013-07-16','YYYY-MM-DD');NULL;24918;'No';'No';
387782;'ne28@gmail.com';TO_DATE('2013-09-25','YYYY-MM-DD');TO_DATE('2013-10-07','YYYY-MM-DD');TO_DATE('2013-10-03','YYYY-MM-DD');217309;'No';'Si';
7931845;'tuno67@gmail.com';TO_DATE('2013-06-20','YYYY-MM-DD');TO_DATE('2013-07-01','YYYY-MM-DD');NULL;156013;'No';'No';
1949710;'tipu74@uniandes.edu.co';TO_DATE('2013-10-17','YYYY-MM-DD');TO_DATE('2013-10-24','YYYY-MM-DD');NULL;281816;'No';'No';
9331561;'do2@gmail.com';TO_DATE('2013-10-09','YYYY-MM-DD');TO_DATE('2013-10-21','YYYY-MM-DD');NULL;86791;'Si';'No';
7033454;'ne28@gmail.com';TO_DATE('2013-09-12','YYYY-MM-DD');TO_DATE('2013-09-20','YYYY-MM-DD');NULL;184849;'No';'No';
1552702;'fazo8@yahoo.com';TO_DATE('2013-06-08','YYYY-MM-DD');TO_DATE('2013-06-22','YYYY-MM-DD');NULL;192733;'Si';'No';
2024567;'lu59@gmail.com';TO_DATE('2013-07-04','YYYY-MM-DD');TO_DATE('2013-07-17','YYYY-MM-DD');NULL;256961;'No';'No';
638228;'de37@uniandes.edu.co';TO_DATE('2013-10-06','YYYY-MM-DD');TO_DATE('2013-10-17','YYYY-MM-DD');TO_DATE('2013-10-19','YYYY-MM-DD');150048;'No';'Si';
1932449;'pa11@hotmail.com';TO_DATE('2013-11-09','YYYY-MM-DD');TO_DATE('2013-11-19','YYYY-MM-DD');TO_DATE('2013-11-22','YYYY-MM-DD');11352;'No';'Si';
7121287;'ni27@uniandes.edu.co';TO_DATE('2013-08-23','YYYY-MM-DD');TO_DATE('2013-09-06','YYYY-MM-DD');NULL;207822;'Si';'No';
2777269;'ha61@gmail.com';TO_DATE('2013-04-17','YYYY-MM-DD');TO_DATE('2013-04-30','YYYY-MM-DD');NULL;175877;'No';'No';
7168547;'wu28@yahoo.com';TO_DATE('2013-12-26','YYYY-MM-DD');TO_DATE('2014-01-10','YYYY-MM-DD');NULL;263452;'No';'No';
7061036;'naja94@yahoo.com';TO_DATE('2013-11-18','YYYY-MM-DD');TO_DATE('2013-12-03','YYYY-MM-DD');NULL;221382;'Si';'No';
3959960;'le82@hotmail.com';TO_DATE('2013-07-12','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');NULL;22980;'Si';'No';
8864565;'ra4@gmail.com';TO_DATE('2013-08-09','YYYY-MM-DD');TO_DATE('2013-08-19','YYYY-MM-DD');NULL;185691;'No';'No';
7479362;'mo65@hotmail.com';TO_DATE('2014-03-14','YYYY-MM-DD');TO_DATE('2014-03-29','YYYY-MM-DD');TO_DATE('2014-04-01','YYYY-MM-DD');34484;'No';'Si';
6384939;'vofe30@yahoo.com';TO_DATE('2014-02-26','YYYY-MM-DD');TO_DATE('2014-03-11','YYYY-MM-DD');TO_DATE('2014-03-12','YYYY-MM-DD');87566;'No';'Si';
7156211;'me32@uniandes.edu.co';TO_DATE('2013-09-22','YYYY-MM-DD');TO_DATE('2013-09-29','YYYY-MM-DD');NULL;240581;'Si';'No';
1173456;'mu11@uniandes.edu.co';TO_DATE('2013-07-22','YYYY-MM-DD');TO_DATE('2013-08-04','YYYY-MM-DD');TO_DATE('2013-08-07','YYYY-MM-DD');268667;'No';'Si';
4122314;'ce70@uniandes.edu.co';TO_DATE('2014-01-17','YYYY-MM-DD');TO_DATE('2014-01-26','YYYY-MM-DD');NULL;224040;'No';'No';
144;'xo71@uniandes.edu.co';TO_DATE('2013-07-06','YYYY-MM-DD');TO_DATE('2013-07-21','YYYY-MM-DD');NULL;39733;'No';'No';
4472362;'zihi33@hotmail.com';TO_DATE('2013-10-20','YYYY-MM-DD');TO_DATE('2013-10-31','YYYY-MM-DD');NULL;235595;'Si';'No';
5398265;'ka83@gmail.com';TO_DATE('2013-05-21','YYYY-MM-DD');TO_DATE('2013-05-28','YYYY-MM-DD');NULL;85127;'Si';'No';
9532127;'nami42@uniandes.edu.co';TO_DATE('2013-06-23','YYYY-MM-DD');TO_DATE('2013-07-06','YYYY-MM-DD');NULL;223912;'No';'No';
3230939;'mu11@uniandes.edu.co';TO_DATE('2013-09-24','YYYY-MM-DD');TO_DATE('2013-10-01','YYYY-MM-DD');NULL;190087;'Si';'No';
114391;'fazo8@yahoo.com';TO_DATE('2014-04-14','YYYY-MM-DD');TO_DATE('2014-04-23','YYYY-MM-DD');TO_DATE('2014-04-18','YYYY-MM-DD');43649;'No';'Si';
8119891;'vigi73@hotmail.com';TO_DATE('2013-09-24','YYYY-MM-DD');TO_DATE('2013-10-05','YYYY-MM-DD');NULL;88975;'No';'No';
3644461;'do2@gmail.com';TO_DATE('2014-03-06','YYYY-MM-DD');TO_DATE('2014-03-21','YYYY-MM-DD');NULL;128217;'No';'No';
4665451;'ra4@gmail.com';TO_DATE('2013-07-18','YYYY-MM-DD');TO_DATE('2013-08-02','YYYY-MM-DD');TO_DATE('2013-08-07','YYYY-MM-DD');151209;'No';'Si';
7494735;'me32@uniandes.edu.co';TO_DATE('2013-07-17','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');TO_DATE('2013-07-19','YYYY-MM-DD');211678;'No';'Si';
652740;'gaso79@gmail.com';TO_DATE('2014-03-14','YYYY-MM-DD');TO_DATE('2014-03-24','YYYY-MM-DD');NULL;299275;'Si';'No';
5045352;'hidi1@hotmail.com';TO_DATE('2013-06-21','YYYY-MM-DD');TO_DATE('2013-07-01','YYYY-MM-DD');TO_DATE('2013-06-27','YYYY-MM-DD');198646;'No';'Si';
9251996;'jiya59@yahoo.com';TO_DATE('2014-02-22','YYYY-MM-DD');TO_DATE('2014-03-02','YYYY-MM-DD');NULL;18468;'No';'No';
7135150;'wenu82@gmail.com';TO_DATE('2013-04-16','YYYY-MM-DD');TO_DATE('2013-04-24','YYYY-MM-DD');NULL;52321;'No';'No';
6200128;'mu11@uniandes.edu.co';TO_DATE('2013-11-11','YYYY-MM-DD');TO_DATE('2013-11-24','YYYY-MM-DD');NULL;153997;'No';'No';
7552390;'bo39@hotmail.com';TO_DATE('2014-01-17','YYYY-MM-DD');TO_DATE('2014-01-30','YYYY-MM-DD');NULL;52589;'No';'No';
573829;'jiya59@yahoo.com';TO_DATE('2013-06-24','YYYY-MM-DD');TO_DATE('2013-07-01','YYYY-MM-DD');NULL;138558;'No';'No';
3079801;'qedi8@yahoo.com';TO_DATE('2013-08-04','YYYY-MM-DD');TO_DATE('2013-08-12','YYYY-MM-DD');NULL;93267;'No';'No';
8157879;'ru65@gmail.com';TO_DATE('2013-10-21','YYYY-MM-DD');TO_DATE('2013-10-28','YYYY-MM-DD');NULL;135802;'No';'No';
4834341;'ra4@gmail.com';TO_DATE('2013-12-15','YYYY-MM-DD');TO_DATE('2013-12-23','YYYY-MM-DD');NULL;136512;'Si';'No';
5343847;'ji4@hotmail.com';TO_DATE('2014-04-16','YYYY-MM-DD');TO_DATE('2014-04-23','YYYY-MM-DD');NULL;210114;'No';'No';
4116328;'do4@uniandes.edu.co';TO_DATE('2013-09-11','YYYY-MM-DD');TO_DATE('2013-09-22','YYYY-MM-DD');NULL;63541;'No';'No';
2714807;'ce70@uniandes.edu.co';TO_DATE('2013-04-21','YYYY-MM-DD');TO_DATE('2013-04-30','YYYY-MM-DD');TO_DATE('2013-05-02','YYYY-MM-DD');197987;'No';'Si';
7082230;'ko55@yahoo.com';TO_DATE('2013-07-03','YYYY-MM-DD');TO_DATE('2013-07-12','YYYY-MM-DD');TO_DATE('2013-07-08','YYYY-MM-DD');152456;'No';'Si';
2788733;'dipa75@yahoo.com';TO_DATE('2014-01-10','YYYY-MM-DD');TO_DATE('2014-01-23','YYYY-MM-DD');NULL;188141;'No';'No';
74586;'qe47@hotmail.com';TO_DATE('2014-03-24','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');TO_DATE('2014-04-06','YYYY-MM-DD');109342;'No';'Si';
3591794;'de37@uniandes.edu.co';TO_DATE('2013-07-13','YYYY-MM-DD');TO_DATE('2013-07-27','YYYY-MM-DD');TO_DATE('2013-07-23','YYYY-MM-DD');13987;'No';'Si';
848015;'ledi49@gmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_DATE('2014-02-10','YYYY-MM-DD');TO_DATE('2014-02-05','YYYY-MM-DD');36272;'No';'Si';
7948260;'fazo8@yahoo.com';TO_DATE('2014-02-20','YYYY-MM-DD');TO_DATE('2014-03-07','YYYY-MM-DD');TO_DATE('2014-03-05','YYYY-MM-DD');121295;'No';'Si';
7577697;'cugu88@gmail.com';TO_DATE('2013-10-14','YYYY-MM-DD');TO_DATE('2013-10-22','YYYY-MM-DD');NULL;29389;'No';'No';
3090650;'qati23@yahoo.com';TO_DATE('2013-06-10','YYYY-MM-DD');TO_DATE('2013-06-21','YYYY-MM-DD');TO_DATE('2013-06-21','YYYY-MM-DD');253016;'No';'Si';
