COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
2774271;'xe60@hotmail.com';132909;7818;17;TO_DATE('2014-02-09','YYYY-MM-DD');8221506;TO_DATE('2014-10-10','YYYY-MM-DD');
927429;'jaqe80@uniandes.edu.co';221152;11057;20;TO_DATE('2013-12-18','YYYY-MM-DD');9405545;TO_DATE('2013-12-25','YYYY-MM-DD');
927429;'ko62@hotmail.com';12459;830;15;TO_DATE('2013-12-19','YYYY-MM-DD');7034872;TO_DATE('2014-01-02','YYYY-MM-DD');
927429;'paki19@yahoo.com';41173;2167;19;TO_DATE('2013-12-14','YYYY-MM-DD');7388161;TO_DATE('2013-12-21','YYYY-MM-DD');
927429;'tayu63@gmail.com';175356;9229;19;TO_DATE('2013-12-22','YYYY-MM-DD');3937752;TO_DATE('2014-01-02','YYYY-MM-DD');
927429;'vima99@yahoo.com';250716;16714;15;TO_DATE('2013-12-16','YYYY-MM-DD');7083121;TO_DATE('2013-12-27','YYYY-MM-DD');
927429;'xa62@uniandes.edu.co';169856;9991;17;TO_DATE('2013-12-17','YYYY-MM-DD');8887557;TO_DATE('2013-12-25','YYYY-MM-DD');
927429;'xiju86@hotmail.com';181291;12086;15;TO_DATE('2013-12-14','YYYY-MM-DD');8036311;TO_DATE('2013-12-27','YYYY-MM-DD');
9137593;'fo67@yahoo.com';64137;9162;7;TO_DATE('2014-03-11','YYYY-MM-DD');3451962;TO_DATE('2014-03-23','YYYY-MM-DD');
9137593;'ko62@hotmail.com';162230;13519;12;TO_DATE('2014-03-05','YYYY-MM-DD');6786456;TO_DATE('2014-03-19','YYYY-MM-DD');
9137593;'na80@gmail.com';58976;6552;9;TO_DATE('2014-03-14','YYYY-MM-DD');2859182;TO_DATE('2014-03-25','YYYY-MM-DD');
9137593;'sopu71@gmail.com';53534;7647;7;TO_DATE('2014-03-13','YYYY-MM-DD');3298313;TO_DATE('2014-03-24','YYYY-MM-DD');
9137593;'soxo3@gmail.com';139212;19887;7;TO_DATE('2014-03-12','YYYY-MM-DD');4345887;TO_DATE('2014-03-24','YYYY-MM-DD');
9137593;'tayu63@gmail.com';22606;3229;7;TO_DATE('2014-03-13','YYYY-MM-DD');9379407;TO_DATE('2014-03-21','YYYY-MM-DD');
9137593;'xiju86@hotmail.com';89938;8176;11;TO_DATE('2014-03-08','YYYY-MM-DD');471053;TO_DATE('2014-03-15','YYYY-MM-DD');
9137593;'yi85@uniandes.edu.co';261439;32679;8;TO_DATE('2014-03-12','YYYY-MM-DD');4038927;TO_DATE('2014-03-24','YYYY-MM-DD');
603148;'dixu22@yahoo.com';100129;14304;7;TO_DATE('2013-07-21','YYYY-MM-DD');3363319;TO_DATE('2014-10-15','YYYY-MM-DD');
603148;'go36@gmail.com';250291;27810;9;TO_DATE('2013-07-16','YYYY-MM-DD');204679;TO_DATE('2014-11-24','YYYY-MM-DD');
603148;'kido42@uniandes.edu.co';96768;16128;6;TO_DATE('2013-07-20','YYYY-MM-DD');7816573;TO_DATE('2014-10-26','YYYY-MM-DD');
603148;'pixu63@uniandes.edu.co';245993;40998;6;TO_DATE('2013-07-21','YYYY-MM-DD');616583;TO_DATE('2015-02-16','YYYY-MM-DD');
603148;'to91@gmail.com';260675;26067;10;TO_DATE('2013-07-14','YYYY-MM-DD');9351920;TO_DATE('2014-07-23','YYYY-MM-DD');
603148;'vi15@gmail.com';228327;19027;12;TO_DATE('2013-07-24','YYYY-MM-DD');6621740;TO_DATE('2015-05-07','YYYY-MM-DD');
603148;'vu53@hotmail.com';97652;16275;6;TO_DATE('2013-07-18','YYYY-MM-DD');2577602;TO_DATE('2014-11-08','YYYY-MM-DD');
603148;'weqo42@gmail.com';200722;33453;6;TO_DATE('2013-07-15','YYYY-MM-DD');7332155;TO_DATE('2015-03-02','YYYY-MM-DD');
1438162;'li12@yahoo.com';153652;8086;19;TO_DATE('2013-08-13','YYYY-MM-DD');107970;TO_DATE('2014-02-24','YYYY-MM-DD');
1438162;'lodi27@hotmail.com';91528;4817;19;TO_DATE('2013-08-19','YYYY-MM-DD');135970;TO_DATE('2014-04-06','YYYY-MM-DD');
1438162;'lu59@uniandes.edu.co';77170;3215;24;TO_DATE('2013-08-14','YYYY-MM-DD');9953651;TO_DATE('2013-12-16','YYYY-MM-DD');
1438162;'nese28@uniandes.edu.co';37791;1049;36;TO_DATE('2013-08-11','YYYY-MM-DD');5250436;TO_DATE('2014-01-29','YYYY-MM-DD');
1438162;'nobe91@yahoo.com';241724;6714;36;TO_DATE('2013-08-16','YYYY-MM-DD');7787209;TO_DATE('2013-12-06','YYYY-MM-DD');
1438162;'pavi78@uniandes.edu.co';167359;6436;26;TO_DATE('2013-08-20','YYYY-MM-DD');1677139;TO_DATE('2014-04-22','YYYY-MM-DD');
1438162;'roha13@uniandes.edu.co';193024;10159;19;TO_DATE('2013-08-16','YYYY-MM-DD');5987524;TO_DATE('2014-01-14','YYYY-MM-DD');
1438162;'seqo49@uniandes.edu.co';63144;2428;26;TO_DATE('2013-08-17','YYYY-MM-DD');6178529;TO_DATE('2014-05-17','YYYY-MM-DD');
1438162;'vazi20@hotmail.com';243725;8404;29;TO_DATE('2013-08-12','YYYY-MM-DD');7254068;TO_DATE('2014-04-06','YYYY-MM-DD');
5990131;'bi18@yahoo.com';268417;8388;32;TO_DATE('2013-05-06','YYYY-MM-DD');3723166;TO_DATE('2013-10-11','YYYY-MM-DD');
5990131;'leju18@hotmail.com';229084;14317;16;TO_DATE('2013-04-29','YYYY-MM-DD');8919216;TO_DATE('2014-02-09','YYYY-MM-DD');
5990131;'lodi27@hotmail.com';35872;1888;19;TO_DATE('2013-05-07','YYYY-MM-DD');7536680;TO_DATE('2013-12-28','YYYY-MM-DD');
5990131;'mo36@gmail.com';163131;10195;16;TO_DATE('2013-05-07','YYYY-MM-DD');6864756;TO_DATE('2013-10-29','YYYY-MM-DD');
5990131;'nese28@uniandes.edu.co';253186;14065;18;TO_DATE('2013-05-06','YYYY-MM-DD');5707032;TO_DATE('2013-09-12','YYYY-MM-DD');
5990131;'pavi78@uniandes.edu.co';142671;4755;30;TO_DATE('2013-05-06','YYYY-MM-DD');4684969;TO_DATE('2014-02-21','YYYY-MM-DD');
5990131;'re16@uniandes.edu.co';169181;10573;16;TO_DATE('2013-04-30','YYYY-MM-DD');1926339;TO_DATE('2013-11-23','YYYY-MM-DD');
5990131;'vazi20@hotmail.com';28688;1062;27;TO_DATE('2013-05-03','YYYY-MM-DD');5448600;TO_DATE('2013-12-23','YYYY-MM-DD');
5990131;'ya84@uniandes.edu.co';12016;387;31;TO_DATE('2013-05-08','YYYY-MM-DD');4895370;TO_DATE('2013-09-20','YYYY-MM-DD');
6063069;'du32@hotmail.com';234578;21325;11;TO_DATE('2013-10-23','YYYY-MM-DD');2060198;TO_DATE('2013-10-30','YYYY-MM-DD');
6063069;'guwa51@hotmail.com';41103;3736;11;TO_DATE('2013-10-17','YYYY-MM-DD');2466632;TO_DATE('2013-10-28','YYYY-MM-DD');
6063069;'juzo69@yahoo.com';122217;11110;11;TO_DATE('2013-10-25','YYYY-MM-DD');3698079;TO_DATE('2013-11-01','YYYY-MM-DD');
6063069;'paki19@yahoo.com';246609;22419;11;TO_DATE('2013-10-22','YYYY-MM-DD');9743880;TO_DATE('2013-10-30','YYYY-MM-DD');
6063069;'soxo3@gmail.com';15743;1431;11;TO_DATE('2013-10-16','YYYY-MM-DD');6123834;TO_DATE('2013-10-26','YYYY-MM-DD');
6063069;'tayu63@gmail.com';158518;7925;20;TO_DATE('2013-10-20','YYYY-MM-DD');1351400;TO_DATE('2013-11-02','YYYY-MM-DD');
1898328;'juzo69@yahoo.com';144767;10340;14;TO_DATE('2013-06-02','YYYY-MM-DD');4852514;TO_DATE('2013-06-13','YYYY-MM-DD');
1898328;'xa62@uniandes.edu.co';129022;12902;10;TO_DATE('2013-06-06','YYYY-MM-DD');1276897;TO_DATE('2013-06-20','YYYY-MM-DD');
4453019;'dixu22@yahoo.com';65861;3136;21;TO_DATE('2013-08-17','YYYY-MM-DD');373216;TO_DATE('2015-07-06','YYYY-MM-DD');
4453019;'hexo12@yahoo.com';216741;16672;13;TO_DATE('2013-08-20','YYYY-MM-DD');4176231;TO_DATE('2015-06-04','YYYY-MM-DD');
4453019;'vi15@gmail.com';30964;1629;19;TO_DATE('2013-08-12','YYYY-MM-DD');5954548;TO_DATE('2014-11-01','YYYY-MM-DD');
4453019;'vu53@hotmail.com';150303;11561;13;TO_DATE('2013-08-11','YYYY-MM-DD');8740402;TO_DATE('2014-11-13','YYYY-MM-DD');
4453019;'xuze3@yahoo.com';235344;18103;13;TO_DATE('2013-08-14','YYYY-MM-DD');981428;TO_DATE('2015-01-20','YYYY-MM-DD');
5613665;'nese28@uniandes.edu.co';177556;19728;9;TO_DATE('2013-05-08','YYYY-MM-DD');2243844;TO_DATE('2013-12-28','YYYY-MM-DD');
5613665;'xuya77@hotmail.com';31000;4428;7;TO_DATE('2013-05-05','YYYY-MM-DD');8394101;TO_DATE('2013-08-25','YYYY-MM-DD');
728902;'ce47@uniandes.edu.co';230546;76848;3;TO_DATE('2013-08-10','YYYY-MM-DD');422309;TO_DATE('2013-08-21','YYYY-MM-DD');
728902;'fo67@yahoo.com';29865;14932;2;TO_DATE('2013-08-06','YYYY-MM-DD');4207165;TO_DATE('2013-08-19','YYYY-MM-DD');
728902;'guwa51@hotmail.com';20130;10065;2;TO_DATE('2013-08-07','YYYY-MM-DD');7797974;TO_DATE('2013-08-21','YYYY-MM-DD');
728902;'juzo69@yahoo.com';219941;109970;2;TO_DATE('2013-08-14','YYYY-MM-DD');1256774;TO_DATE('2013-08-25','YYYY-MM-DD');
728902;'ko62@hotmail.com';268687;134343;2;TO_DATE('2013-08-12','YYYY-MM-DD');4923114;TO_DATE('2013-08-25','YYYY-MM-DD');
728902;'yi85@uniandes.edu.co';54679;13669;4;TO_DATE('2013-08-11','YYYY-MM-DD');5338246;TO_DATE('2013-08-19','YYYY-MM-DD');
5468946;'fu41@hotmail.com';261766;13088;20;TO_DATE('2014-01-01','YYYY-MM-DD');2689467;TO_DATE('2014-09-23','YYYY-MM-DD');
5468946;'leju18@hotmail.com';100619;5030;20;TO_DATE('2014-01-06','YYYY-MM-DD');4709730;TO_DATE('2014-06-29','YYYY-MM-DD');
5468946;'ne45@yahoo.com';11373;568;20;TO_DATE('2014-01-10','YYYY-MM-DD');3558493;TO_DATE('2014-09-12','YYYY-MM-DD');
5468946;'re16@uniandes.edu.co';102994;5149;20;TO_DATE('2014-01-01','YYYY-MM-DD');6397665;TO_DATE('2014-08-19','YYYY-MM-DD');
3225641;'peqe75@gmail.com';249865;24986;10;TO_DATE('2013-06-30','YYYY-MM-DD');2343901;TO_DATE('2014-10-19','YYYY-MM-DD');
3225641;'qaco88@gmail.com';70307;7030;10;TO_DATE('2013-07-03','YYYY-MM-DD');1583249;TO_DATE('2014-12-10','YYYY-MM-DD');
7319513;'dixu22@yahoo.com';110478;13809;8;TO_DATE('2013-10-20','YYYY-MM-DD');2433215;TO_DATE('2015-10-03','YYYY-MM-DD');
7319513;'go36@gmail.com';97540;12192;8;TO_DATE('2013-10-20','YYYY-MM-DD');3443026;TO_DATE('2015-01-13','YYYY-MM-DD');
7319513;'qaco88@gmail.com';238234;18325;13;TO_DATE('2013-10-13','YYYY-MM-DD');6183608;TO_DATE('2015-06-11','YYYY-MM-DD');
7319513;'to91@gmail.com';200841;25105;8;TO_DATE('2013-10-21','YYYY-MM-DD');880965;TO_DATE('2014-11-12','YYYY-MM-DD');
7319513;'vi15@gmail.com';95716;9571;10;TO_DATE('2013-10-18','YYYY-MM-DD');2805942;TO_DATE('2015-08-06','YYYY-MM-DD');
7319513;'zufo3@hotmail.com';126344;12634;10;TO_DATE('2013-10-14','YYYY-MM-DD');2426747;TO_DATE('2015-01-07','YYYY-MM-DD');
9769021;'nobe91@yahoo.com';23078;3296;7;TO_DATE('2013-05-13','YYYY-MM-DD');6297505;TO_DATE('2013-11-18','YYYY-MM-DD');
9769021;'re16@uniandes.edu.co';50117;3579;14;TO_DATE('2013-05-13','YYYY-MM-DD');4252506;TO_DATE('2013-09-10','YYYY-MM-DD');
9769021;'rofi34@gmail.com';22807;2850;8;TO_DATE('2013-05-17','YYYY-MM-DD');6594852;TO_DATE('2013-11-10','YYYY-MM-DD');
9769021;'vazi20@hotmail.com';102121;14588;7;TO_DATE('2013-05-20','YYYY-MM-DD');9370015;TO_DATE('2013-08-28','YYYY-MM-DD');
9769021;'ya84@uniandes.edu.co';143762;20537;7;TO_DATE('2013-05-23','YYYY-MM-DD');3701092;TO_DATE('2013-12-01','YYYY-MM-DD');
219222;'bu86@yahoo.com';51733;2874;18;TO_DATE('2013-05-07','YYYY-MM-DD');8397391;TO_DATE('2015-01-20','YYYY-MM-DD');
219222;'go36@gmail.com';251975;13998;18;TO_DATE('2013-05-12','YYYY-MM-DD');8188491;TO_DATE('2015-05-04','YYYY-MM-DD');
219222;'hexo12@yahoo.com';235482;13082;18;TO_DATE('2013-05-09','YYYY-MM-DD');9024508;TO_DATE('2014-11-03','YYYY-MM-DD');
219222;'peqe75@gmail.com';181230;5178;35;TO_DATE('2013-05-09','YYYY-MM-DD');5896930;TO_DATE('2015-04-07','YYYY-MM-DD');
219222;'qaco88@gmail.com';164635;9146;18;TO_DATE('2013-05-11','YYYY-MM-DD');6986010;TO_DATE('2014-08-12','YYYY-MM-DD');
219222;'vi15@gmail.com';13636;757;18;TO_DATE('2013-05-07','YYYY-MM-DD');2242134;TO_DATE('2015-04-21','YYYY-MM-DD');
219222;'vu53@hotmail.com';19730;1096;18;TO_DATE('2013-05-03','YYYY-MM-DD');9953374;TO_DATE('2014-08-22','YYYY-MM-DD');
219222;'weqo42@gmail.com';186968;6447;29;TO_DATE('2013-05-12','YYYY-MM-DD');6911702;TO_DATE('2014-07-02','YYYY-MM-DD');
2330478;'fu41@hotmail.com';243298;30412;8;TO_DATE('2013-10-09','YYYY-MM-DD');7205476;TO_DATE('2014-04-06','YYYY-MM-DD');
2330478;'lodi27@hotmail.com';113351;8096;14;TO_DATE('2013-10-13','YYYY-MM-DD');7647000;TO_DATE('2014-06-03','YYYY-MM-DD');
2330478;'lu59@uniandes.edu.co';143958;8997;16;TO_DATE('2013-10-16','YYYY-MM-DD');9796047;TO_DATE('2014-06-02','YYYY-MM-DD');
2330478;'ne45@yahoo.com';219245;18270;12;TO_DATE('2013-10-11','YYYY-MM-DD');7365192;TO_DATE('2014-05-15','YYYY-MM-DD');
2330478;'re16@uniandes.edu.co';238102;29762;8;TO_DATE('2013-10-13','YYYY-MM-DD');3122901;TO_DATE('2014-02-14','YYYY-MM-DD');
2330478;'rofi34@gmail.com';174912;21864;8;TO_DATE('2013-10-17','YYYY-MM-DD');8704832;TO_DATE('2014-04-21','YYYY-MM-DD');
2330478;'roha13@uniandes.edu.co';264111;16506;16;TO_DATE('2013-10-10','YYYY-MM-DD');551721;TO_DATE('2014-03-28','YYYY-MM-DD');
2330478;'to8@yahoo.com';229434;22943;10;TO_DATE('2013-10-09','YYYY-MM-DD');7552573;TO_DATE('2014-07-08','YYYY-MM-DD');
2330478;'tu39@yahoo.com';191876;19187;10;TO_DATE('2013-10-08','YYYY-MM-DD');5359027;TO_DATE('2014-07-25','YYYY-MM-DD');
4916445;'to8@yahoo.com';76952;7695;10;TO_DATE('2013-04-30','YYYY-MM-DD');6536694;TO_DATE('2014-02-21','YYYY-MM-DD');
4916445;'tu39@yahoo.com';233442;14590;16;TO_DATE('2013-05-03','YYYY-MM-DD');749309;TO_DATE('2014-01-28','YYYY-MM-DD');
4138931;'leju18@hotmail.com';42081;42081;1;TO_DATE('2013-07-18','YYYY-MM-DD');3889625;TO_DATE('2014-01-19','YYYY-MM-DD');
4138931;'li12@yahoo.com';251172;251172;1;TO_DATE('2013-07-19','YYYY-MM-DD');4873178;TO_DATE('2013-11-07','YYYY-MM-DD');
4138931;'lu59@uniandes.edu.co';213351;213351;1;TO_DATE('2013-07-14','YYYY-MM-DD');923955;TO_DATE('2014-01-23','YYYY-MM-DD');
4138931;'mo36@gmail.com';205309;205309;1;TO_DATE('2013-07-24','YYYY-MM-DD');3135985;TO_DATE('2014-04-01','YYYY-MM-DD');
4138931;'rofi34@gmail.com';119563;119563;1;TO_DATE('2013-07-21','YYYY-MM-DD');8395644;TO_DATE('2013-11-29','YYYY-MM-DD');
4138931;'vazi20@hotmail.com';189662;189662;1;TO_DATE('2013-07-18','YYYY-MM-DD');8467994;TO_DATE('2013-10-28','YYYY-MM-DD');
5098054;'nese28@uniandes.edu.co';31271;1645;19;TO_DATE('2013-05-20','YYYY-MM-DD');8359331;TO_DATE('2013-10-17','YYYY-MM-DD');
5098054;'qe95@uniandes.edu.co';84829;4464;19;TO_DATE('2013-05-25','YYYY-MM-DD');3036450;TO_DATE('2014-01-27','YYYY-MM-DD');
5098054;'re16@uniandes.edu.co';277545;13877;20;TO_DATE('2013-05-25','YYYY-MM-DD');8840626;TO_DATE('2014-03-16','YYYY-MM-DD');
5098054;'rofi34@gmail.com';244804;11657;21;TO_DATE('2013-05-17','YYYY-MM-DD');8966328;TO_DATE('2013-11-05','YYYY-MM-DD');
5098054;'seqo49@uniandes.edu.co';81514;5822;14;TO_DATE('2013-05-21','YYYY-MM-DD');5963238;TO_DATE('2014-01-22','YYYY-MM-DD');
553691;'dixu22@yahoo.com';288331;72082;4;TO_DATE('2013-11-07','YYYY-MM-DD');6608304;TO_DATE('2015-07-30','YYYY-MM-DD');
553691;'go36@gmail.com';165275;41318;4;TO_DATE('2013-11-11','YYYY-MM-DD');5039263;TO_DATE('2015-09-16','YYYY-MM-DD');
553691;'hexo12@yahoo.com';70150;23383;3;TO_DATE('2013-11-03','YYYY-MM-DD');6376087;TO_DATE('2015-04-28','YYYY-MM-DD');
553691;'kido42@uniandes.edu.co';269953;134976;2;TO_DATE('2013-11-12','YYYY-MM-DD');1377281;TO_DATE('2015-08-13','YYYY-MM-DD');
553691;'peqe75@gmail.com';144324;72162;2;TO_DATE('2013-11-09','YYYY-MM-DD');1502467;TO_DATE('2014-11-26','YYYY-MM-DD');
553691;'po62@yahoo.com';104710;26177;4;TO_DATE('2013-11-04','YYYY-MM-DD');7660804;TO_DATE('2015-01-22','YYYY-MM-DD');
553691;'qaco88@gmail.com';240595;120297;2;TO_DATE('2013-11-05','YYYY-MM-DD');8159848;TO_DATE('2015-09-07','YYYY-MM-DD');
553691;'vu53@hotmail.com';29916;9972;3;TO_DATE('2013-11-03','YYYY-MM-DD');2751439;TO_DATE('2015-10-03','YYYY-MM-DD');
553691;'zufo3@hotmail.com';81910;27303;3;TO_DATE('2013-11-12','YYYY-MM-DD');7798797;TO_DATE('2015-05-04','YYYY-MM-DD');
221359;'go36@gmail.com';169132;18792;9;TO_DATE('2014-01-18','YYYY-MM-DD');65122;TO_DATE('2015-05-26','YYYY-MM-DD');
221359;'hexo12@yahoo.com';292046;29204;10;TO_DATE('2014-01-23','YYYY-MM-DD');8540491;TO_DATE('2015-09-15','YYYY-MM-DD');
221359;'weqo42@gmail.com';156240;17360;9;TO_DATE('2014-01-19','YYYY-MM-DD');263096;TO_DATE('2015-02-26','YYYY-MM-DD');
9239980;'dixu22@yahoo.com';265537;8565;31;TO_DATE('2013-12-25','YYYY-MM-DD');1149432;TO_DATE('2015-09-08','YYYY-MM-DD');
9239980;'po62@yahoo.com';189253;10514;18;TO_DATE('2013-12-19','YYYY-MM-DD');7425360;TO_DATE('2015-07-01','YYYY-MM-DD');
9239980;'qaco88@gmail.com';204090;11338;18;TO_DATE('2013-12-25','YYYY-MM-DD');5955929;TO_DATE('2015-11-04','YYYY-MM-DD');
9239980;'xuze3@yahoo.com';154911;6196;25;TO_DATE('2013-12-28','YYYY-MM-DD');3004533;TO_DATE('2015-04-17','YYYY-MM-DD');
1388962;'ceti18@hotmail.com';159242;39810;4;TO_DATE('2014-01-09','YYYY-MM-DD');1807829;TO_DATE('2014-01-19','YYYY-MM-DD');
1388962;'du32@hotmail.com';216944;54236;4;TO_DATE('2014-01-10','YYYY-MM-DD');7475322;TO_DATE('2014-01-19','YYYY-MM-DD');
1388962;'joca23@hotmail.com';61819;15454;4;TO_DATE('2014-01-04','YYYY-MM-DD');1196949;TO_DATE('2014-01-11','YYYY-MM-DD');
1388962;'rola90@uniandes.edu.co';251929;62982;4;TO_DATE('2014-01-10','YYYY-MM-DD');7738088;TO_DATE('2014-01-18','YYYY-MM-DD');
1388962;'vima99@yahoo.com';174457;43614;4;TO_DATE('2014-01-10','YYYY-MM-DD');213329;TO_DATE('2014-01-17','YYYY-MM-DD');
9902518;'na80@gmail.com';272913;8803;31;TO_DATE('2013-09-02','YYYY-MM-DD');128150;TO_DATE('2013-09-16','YYYY-MM-DD');
9902518;'pa82@uniandes.edu.co';25858;1616;16;TO_DATE('2013-09-04','YYYY-MM-DD');1507983;TO_DATE('2013-09-17','YYYY-MM-DD');
5160056;'ke46@gmail.com';209995;13124;16;TO_DATE('2014-01-01','YYYY-MM-DD');8300690;TO_DATE('2014-01-09','YYYY-MM-DD');
5160056;'le97@uniandes.edu.co';296469;11858;25;TO_DATE('2014-01-04','YYYY-MM-DD');8334337;TO_DATE('2014-01-15','YYYY-MM-DD');
5160056;'na80@gmail.com';86508;5406;16;TO_DATE('2013-12-30','YYYY-MM-DD');6000890;TO_DATE('2014-01-12','YYYY-MM-DD');
5160056;'soxo3@gmail.com';115170;4606;25;TO_DATE('2013-12-31','YYYY-MM-DD');6113902;TO_DATE('2014-01-12','YYYY-MM-DD');
5160056;'vomu47@yahoo.com';236630;9101;26;TO_DATE('2014-01-06','YYYY-MM-DD');7549104;TO_DATE('2014-01-19','YYYY-MM-DD');
5160056;'xa62@uniandes.edu.co';120061;7503;16;TO_DATE('2014-01-09','YYYY-MM-DD');6585803;TO_DATE('2014-01-23','YYYY-MM-DD');
5160056;'xiju86@hotmail.com';131791;8236;16;TO_DATE('2014-01-08','YYYY-MM-DD');5499365;TO_DATE('2014-01-17','YYYY-MM-DD');
7298189;'joca23@hotmail.com';120742;10976;11;TO_DATE('2013-10-12','YYYY-MM-DD');8969664;TO_DATE('2013-10-25','YYYY-MM-DD');
7298189;'lu70@gmail.com';64983;10830;6;TO_DATE('2013-10-08','YYYY-MM-DD');8086932;TO_DATE('2013-10-17','YYYY-MM-DD');
7298189;'yi85@uniandes.edu.co';247535;41255;6;TO_DATE('2013-10-12','YYYY-MM-DD');6954981;TO_DATE('2013-10-21','YYYY-MM-DD');
6621025;'du32@hotmail.com';146187;9745;15;TO_DATE('2013-08-26','YYYY-MM-DD');6615531;TO_DATE('2013-09-06','YYYY-MM-DD');
6621025;'ke46@gmail.com';32411;2160;15;TO_DATE('2013-08-19','YYYY-MM-DD');6029669;TO_DATE('2013-08-27','YYYY-MM-DD');
6621025;'ko62@hotmail.com';152231;6342;24;TO_DATE('2013-08-19','YYYY-MM-DD');3590819;TO_DATE('2013-08-30','YYYY-MM-DD');
6621025;'lu70@gmail.com';61555;3419;18;TO_DATE('2013-08-20','YYYY-MM-DD');9163253;TO_DATE('2013-08-28','YYYY-MM-DD');
6621025;'rola90@uniandes.edu.co';211944;11774;18;TO_DATE('2013-08-21','YYYY-MM-DD');8910410;TO_DATE('2013-09-02','YYYY-MM-DD');
6621025;'vima99@yahoo.com';96964;6464;15;TO_DATE('2013-08-24','YYYY-MM-DD');4197771;TO_DATE('2013-09-03','YYYY-MM-DD');
7994256;'du32@hotmail.com';266678;15686;17;TO_DATE('2014-01-18','YYYY-MM-DD');9527105;TO_DATE('2014-01-26','YYYY-MM-DD');
7994256;'joca23@hotmail.com';113348;6667;17;TO_DATE('2014-01-13','YYYY-MM-DD');2344579;TO_DATE('2014-01-26','YYYY-MM-DD');
7994256;'juzo69@yahoo.com';256476;15086;17;TO_DATE('2014-01-13','YYYY-MM-DD');2297503;TO_DATE('2014-01-25','YYYY-MM-DD');
7994256;'ke46@gmail.com';16699;575;29;TO_DATE('2014-01-15','YYYY-MM-DD');5550119;TO_DATE('2014-01-28','YYYY-MM-DD');
7994256;'le97@uniandes.edu.co';156782;9222;17;TO_DATE('2014-01-17','YYYY-MM-DD');2913278;TO_DATE('2014-01-28','YYYY-MM-DD');
7994256;'soxo3@gmail.com';278598;16388;17;TO_DATE('2014-01-14','YYYY-MM-DD');1236837;TO_DATE('2014-01-21','YYYY-MM-DD');
7994256;'tayu63@gmail.com';286594;9553;30;TO_DATE('2014-01-12','YYYY-MM-DD');2260883;TO_DATE('2014-01-21','YYYY-MM-DD');
7994256;'yi85@uniandes.edu.co';174940;6247;28;TO_DATE('2014-01-10','YYYY-MM-DD');5215671;TO_DATE('2014-01-20','YYYY-MM-DD');
9451812;'juzo69@yahoo.com';233234;116617;2;TO_DATE('2013-11-23','YYYY-MM-DD');657376;TO_DATE('2013-12-04','YYYY-MM-DD');
9451812;'rola90@uniandes.edu.co';280288;140144;2;TO_DATE('2013-11-29','YYYY-MM-DD');2596244;TO_DATE('2013-12-06','YYYY-MM-DD');
9451812;'ru61@uniandes.edu.co';15827;7913;2;TO_DATE('2013-11-21','YYYY-MM-DD');6772103;TO_DATE('2013-12-05','YYYY-MM-DD');
9451812;'soxo3@gmail.com';13159;6579;2;TO_DATE('2013-11-20','YYYY-MM-DD');5315139;TO_DATE('2013-11-28','YYYY-MM-DD');
9451812;'xa62@uniandes.edu.co';148481;74240;2;TO_DATE('2013-11-20','YYYY-MM-DD');5756348;TO_DATE('2013-11-29','YYYY-MM-DD');
9451812;'xiju86@hotmail.com';272320;90773;3;TO_DATE('2013-11-22','YYYY-MM-DD');1222893;TO_DATE('2013-12-05','YYYY-MM-DD');
2009297;'bu86@yahoo.com';89039;17807;5;TO_DATE('2013-05-23','YYYY-MM-DD');5960082;TO_DATE('2015-05-13','YYYY-MM-DD');
7736482;'pixu63@uniandes.edu.co';134958;13495;10;TO_DATE('2014-02-02','YYYY-MM-DD');6353518;TO_DATE('2015-03-23','YYYY-MM-DD');
5374773;'vi15@gmail.com';57404;28702;2;TO_DATE('2014-01-18','YYYY-MM-DD');9510937;TO_DATE('2015-12-11','YYYY-MM-DD');
5374773;'vu53@hotmail.com';248738;62184;4;TO_DATE('2014-01-12','YYYY-MM-DD');1428871;TO_DATE('2015-12-09','YYYY-MM-DD');
765035;'jaqe80@uniandes.edu.co';166441;7236;23;TO_DATE('2013-12-07','YYYY-MM-DD');5238932;TO_DATE('2013-12-15','YYYY-MM-DD');
765035;'joca23@hotmail.com';190500;12700;15;TO_DATE('2013-12-08','YYYY-MM-DD');7608291;TO_DATE('2013-12-19','YYYY-MM-DD');
765035;'ru61@uniandes.edu.co';223745;14916;15;TO_DATE('2013-12-03','YYYY-MM-DD');7167202;TO_DATE('2013-12-11','YYYY-MM-DD');
6024853;'joca23@hotmail.com';284386;17774;16;TO_DATE('2013-08-28','YYYY-MM-DD');556314;TO_DATE('2013-09-09','YYYY-MM-DD');
6024853;'ke46@gmail.com';177429;13648;13;TO_DATE('2013-08-23','YYYY-MM-DD');6790309;TO_DATE('2013-09-03','YYYY-MM-DD');
6024853;'le97@uniandes.edu.co';128707;9900;13;TO_DATE('2013-08-24','YYYY-MM-DD');2160902;TO_DATE('2013-09-07','YYYY-MM-DD');
6024853;'lu70@gmail.com';130207;10015;13;TO_DATE('2013-08-21','YYYY-MM-DD');955350;TO_DATE('2013-08-29','YYYY-MM-DD');
