DIRECCION_ELECTRONICA;NOMBRE;DOC_IDENTIFICACION;PALABRA_CLAVE;CIUDAD;DEPARTAMENTO;NACIONALIDAD;DIRECCION_FISICA;CODIGO_POSTAL;TELEFONO;ROL;TIPO;
'vubu58@yahoo.com';'Supermercado 688';'NIT 683718430';'RKPrvGnwbvxf';NULL;NULL;NULL;'Calle 91 #44-12';135;'6679977';'Comprador mayorista';'Empresa';
'raja30@hotmail.com';'Fabiola Juana Aguirre Cardozo';'C.C. 295480540';'6bWiwggc';NULL;NULL;NULL;NULL;862;'6846152';'Proveedor';'Persona natural';
'li23@gmail.com';'Restaurante 645';'NIT 340069636';'rVYM407NOPzJ';'Barranquilla';'Atlántico';'Colombiano';'Carrera 18 #8-30';770;NULL;'Comprador mayorista';'Empresa';
'ra97@yahoo.com';'Supermercado 273';'NIT 249438675';'qkJcB687r5';'Bogotá';'Cundinamarca';'Colombiano';'Calle 77 #56-15';NULL;'7863389';'Comprador mayorista';'Empresa';
'ki89@uniandes.edu.co';'Restaurante 838';'NIT 499892238';'nZzylZuRF';'Cali';'Valle del Cauca';'Colombiano';'Calle 45 #90-90';NULL;'7424057';'Comprador mayorista';'Empresa';
'huqo41@hotmail.com';'Ximena Leonor Cáceres Domínguez';'C.C. 536268585';'CRHZygxM3Bgb';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 60 #64-50';515;'7109957';'Administrador de local';'Persona natural';
'me48@uniandes.edu.co';'Julia Eliana Ponce González';'C.C. 861019503';'FvuNwtuSTbF';NULL;NULL;NULL;'Calle 4 #85-08';NULL;NULL;'Administrador de local';'Persona natural';
'duwe85@uniandes.edu.co';'Restaurante 431';'NIT 313146630';'5YFidPqntD';'Barranquilla';'Atlántico';'Colombiano';'Carrera 42 #76-51';604;'2873161';'Comprador mayorista';'Empresa';
'nozo72@yahoo.com';'Elvira Juana Bravo Rodríguez';'C.C. 763669';'zb91j7Kn';'Bucaramanga';'Santander';'Colombiano';NULL;73;NULL;'Proveedor';'Persona natural';
'toda18@uniandes.edu.co';'Supermercado 766';'NIT 742676703';'z7I5NHziW';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'3310757';'Comprador mayorista';'Empresa';
'bi88@hotmail.com';'Fernanda Páez Ortiz';'C.C. 223102171';'qsOU4zLzh';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
've14@hotmail.com';'Marcela Natalia Ramos Correa';'C.C. 788388688';'SMtVCMAfo';'Medellín';'Antioquia';'Colombiano';NULL;266;'5001471';'Proveedor';'Persona natural';
'mene9@uniandes.edu.co';'Rubén Arias Martínez';'C.C. 371244332';'PMGbaW9kT';'Bogotá';'Cundinamarca';'Colombiano';NULL;268;'5540903';'Proveedor';'Persona natural';
'cu12@uniandes.edu.co';'Wilson Joaquín Acuña Vera';'C.C. 56977293';'CvJyFttnB';'Barranquilla';'Atlántico';'Colombiano';'Carrera 27 #41-59';670;'7703801';'Administrador de local';'Persona natural';
'noji23@yahoo.com';'Mercedes Olga Morales Domínguez';'C.C. 612530400';'BwgjHx6xJ4';'Bucaramanga';'Santander';'Colombiano';'Calle 95 #7-89';NULL;'5668047';'Administrador de local';'Persona natural';
'ba4@hotmail.com';'Omar José Cabrera Rojas';'C.C. 660776176';'hEUFLzY1Xl';'Bucaramanga';'Santander';'Colombiano';'Carrera 29 #12-72';361;NULL;'Administrador de local';'Persona natural';
'giga73@yahoo.com';'Restaurante 235';'NIT 54816830';'8FoX5WVz2iP';NULL;NULL;NULL;NULL;NULL;'3939458';'Comprador mayorista';'Empresa';
'hi81@hotmail.com';'Iván Wilfredo Cruz Salamanca';'C.C. 339020850';'p6p4cc7iTc';NULL;NULL;NULL;NULL;799;'3174378';'Proveedor';'Persona natural';
'riso85@uniandes.edu.co';'Rodolfo Morales Jiménez';'C.C. 964878366';'n3bkAnbRyY4J';'Bogotá';'Cundinamarca';'Colombiano';'Calle 57 #72-77';NULL;NULL;'Proveedor';'Persona natural';
'lige96@hotmail.com';'Supermercado 564';'NIT 328484305';'GoX71QLH';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'5737539';'Comprador mayorista';'Empresa';
'puco13@yahoo.com';'Diego Nelson Domínguez Rivero';'C.C. 939929610';'8GnORYXzP';'Bucaramanga';'Santander';'Colombiano';'Carrera 87 #85-03';544;NULL;'Proveedor';'Persona natural';
'ji78@hotmail.com';'Silvia Rodríguez Duarte';'C.C. 824522134';'4r7ustcUO9r';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 81 #98-56';536;NULL;'Proveedor';'Persona natural';
'li38@yahoo.com';'Hotel 722';'NIT 236398219';'27c7gSDGe';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 64 #54-85';307;NULL;'Comprador mayorista';'Empresa';
'gowe21@hotmail.com';'Supermercado 298';'NIT 144080882';'GdCANtcVMOc';'Cali';'Valle del Cauca';'Colombiano';NULL;815;'2874359';'Comprador mayorista';'Empresa';
'yo16@yahoo.com';'Hotel 466';'NIT 500578233';'XLt7zIQZ';'Barranquilla';'Atlántico';'Colombiano';NULL;335;'3533748';'Comprador mayorista';'Empresa';
'duza45@gmail.com';'Supermercado 109';'NIT 522932118';'PZvBpshXIe';'Medellín';'Antioquia';'Colombiano';NULL;24;NULL;'Comprador mayorista';'Empresa';
'gaqo40@yahoo.com';'Javier Muñoz Torres';'C.C. 442140320';'04yzGeFTz6rp';'Bucaramanga';'Santander';'Colombiano';'Carrera 46 #77-78';530;NULL;'Administrador de local';'Persona natural';
'xu51@gmail.com';'Rodolfo Páez Torres';'C.C. 650847649';'mgtHRE5H34IV';'Bogotá';'Cundinamarca';'Colombiano';NULL;26;'3430751';'Proveedor';'Persona natural';
'pi3@yahoo.com';'Fabiola Rivero Domínguez';'C.C. 18355925';'ztYQpCGhvC';'Medellín';'Antioquia';'Colombiano';'Carrera 93 #62-29';488;'5849412';'Administrador de local';'Persona natural';
'zavu78@uniandes.edu.co';'Esteban García Morales';'C.C. 952655827';'SeJAtZVP';'Medellín';'Antioquia';'Colombiano';NULL;591;'5341647';'Administrador de local';'Persona natural';
'su20@yahoo.com';'Hotel 269';'NIT 86254485';'d94A5dGau';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 57 #24-83';996;'7271620';'Comprador mayorista';'Empresa';
'je27@uniandes.edu.co';'Eva Nidia Salamanca Vera';'C.C. 256884596';'UKBVjuSpG83';NULL;NULL;NULL;NULL;339;'6487984';'Proveedor';'Persona natural';
'loho21@yahoo.com';'Humberto Sebastián Castillo Páez';'C.C. 294473451';'KvJ39nhHBv1';'Barranquilla';'Atlántico';'Colombiano';'Calle 90 #20-07';NULL;'5608809';'Proveedor';'Persona natural';
'mane21@uniandes.edu.co';'César Eduardo Ponce Jiménez';'C.C. 809211345';'4JznFLGr7';'Bogotá';'Cundinamarca';'Colombiano';'Calle 70 #81-50';NULL;'3934477';'Administrador de local';'Persona natural';
'bome67@yahoo.com';'Supermercado 599';'NIT 444429187';'zfwXbVC0uj';'Barranquilla';'Atlántico';'Colombiano';NULL;501;'7886556';'Comprador mayorista';'Empresa';
'kusu72@yahoo.com';'Restaurante 176';'NIT 274418743';'RMidS1kv6zj9';'Bogotá';'Cundinamarca';'Colombiano';NULL;684;NULL;'Comprador mayorista';'Empresa';
'so61@uniandes.edu.co';'Valentina Julieta Fernández Martínez';'C.C. 58283874';'KCInt4LTFD';'Barranquilla';'Atlántico';'Colombiano';NULL;915;'2437051';'Administrador de local';'Persona natural';
'zozo64@uniandes.edu.co';'Francisco José Méndez Vásquez';'C.C. 943788367';'HFSzcq5cl';'Cali';'Valle del Cauca';'Colombiano';NULL;762;'3661340';'Proveedor';'Persona natural';
'vari94@gmail.com';'Victoria Toledo Páez';'C.C. 654554346';'fytMpZmN';NULL;NULL;NULL;'Carrera 29 #15-20';NULL;NULL;'Administrador de local';'Persona natural';
'mo94@yahoo.com';'Alfonso Fabián Villalba Castillo';'C.C. 372967185';'KZpO9jCMO3';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 69 #13-51';NULL;NULL;'Administrador de local';'Persona natural';
'so32@hotmail.com';'Samuel Manuel Arias Mendoza';'C.C. 766647152';'FWUMtdjRKpr';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'7014684';'Proveedor';'Persona natural';
'ji64@gmail.com';'Restaurante 420';'NIT 183980978';'2RFllW1WwSPy';'Bucaramanga';'Santander';'Colombiano';'Calle 43 #10-51';NULL;'7426462';'Comprador mayorista';'Empresa';
'vo82@hotmail.com';'Sandra Patricia Valdéz Álvarez';'C.C. 749654611';'Pb1lae8Vxwc';'Barranquilla';'Atlántico';'Colombiano';'Calle 62 #46-16';874;'4006363';'Administrador de local';'Persona natural';
'si67@gmail.com';'Hotel 88';'NIT 377816126';'2MMr1FxYQya';'Bucaramanga';'Santander';'Colombiano';'Calle 25 #36-29';814;NULL;'Comprador mayorista';'Empresa';
'yo26@hotmail.com';'Ramón Rafael Quiroga Ramírez';'C.C. 533403411';'NGgcHuohXZpK';'Bogotá';'Cundinamarca';'Colombiano';'Calle 5 #84-34';790;'2728872';'Administrador de local';'Persona natural';
'qoro65@hotmail.com';'Doris Eliana Valdéz Cáceres';'C.C. 117815256';'7FATKlMrZ1D';'Barranquilla';'Atlántico';'Colombiano';'Calle 37 #18-47';NULL;NULL;'Proveedor';'Persona natural';
'fa57@yahoo.com';'Tito Óscar Duarte Vega';'C.C. 485705882';'KSCe7n0d';'Medellín';'Antioquia';'Colombiano';'Calle 46 #88-04';NULL;'6166080';'Proveedor';'Persona natural';
'ju11@yahoo.com';'Supermercado 70';'NIT 214955545';'AL2JdD9qh';'Cali';'Valle del Cauca';'Colombiano';'Carrera 27 #44-30';NULL;NULL;'Comprador mayorista';'Empresa';
'gi59@gmail.com';'Martín César Pérez Núñez';'C.C. 827579123';'ZgknjxlnF';'Cali';'Valle del Cauca';'Colombiano';'Carrera 84 #45-91';51;'7720220';'Administrador de local';'Persona natural';
'siba67@gmail.com';'Consuelo Beatriz Gutiérrez Muñoz';'C.C. 323968442';'7XwUt31B';'Barranquilla';'Atlántico';'Colombiano';NULL;960;'3392531';'Proveedor';'Persona natural';
'lu73@hotmail.com';'Hotel 846';'NIT 439825056';'vkikTaQHjXUg';'Bucaramanga';'Santander';'Colombiano';'Carrera 25 #8-09';469;NULL;'Comprador mayorista';'Empresa';
'honi84@uniandes.edu.co';'Restaurante 731';'NIT 627470465';'j2AH3wZE1mV';'Cali';'Valle del Cauca';'Colombiano';'Carrera 1 #52-54';NULL;NULL;'Comprador mayorista';'Empresa';
'fiji72@yahoo.com';'Lorenzo Jairo Núñez Martínez';'C.C. 270980928';'cqrnqyyjJC';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 80 #62-64';729;'7102075';'Proveedor';'Persona natural';
'cohi11@gmail.com';'Restaurante 198';'NIT 986348101';'oqvfOkbPy2Cy';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'2186463';'Comprador mayorista';'Empresa';
'fe38@yahoo.com';'Supermercado 622';'NIT 120775465';'yd4KOpSO8';'Cali';'Valle del Cauca';'Colombiano';'Carrera 49 #58-19';464;'3579551';'Comprador mayorista';'Empresa';
'zele58@yahoo.com';'Jorge Pedro Hernández Ávila';'C.C. 924014009';'LdaptVbu';NULL;NULL;NULL;NULL;324;'6392505';'Administrador de local';'Persona natural';
'guge66@uniandes.edu.co';'Daniel Fernando Torres Ponce';'C.C. 829798700';'creDeKKi';'Barranquilla';'Atlántico';'Colombiano';'Carrera 14 #8-36';753;'2475556';'Administrador de local';'Persona natural';
'fa2@uniandes.edu.co';'Restaurante 454';'NIT 924495358';'czMIPCVRX';'Bucaramanga';'Santander';'Colombiano';'Calle 13 #27-16';153;NULL;'Comprador mayorista';'Empresa';
'xa83@yahoo.com';'Hotel 275';'NIT 157499790';'zTJbBQ6g';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 23 #38-16';722;'6387046';'Comprador mayorista';'Empresa';
'lagi59@uniandes.edu.co';'Restaurante 834';'NIT 926285366';'H0UwPE8OStJ';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;NULL;'Comprador mayorista';'Empresa';
'ciye13@gmail.com';'Restaurante 929';'NIT 111152835';'eSjJJXKmY';'Barranquilla';'Atlántico';'Colombiano';NULL;777;'6278871';'Comprador mayorista';'Empresa';
'poqa4@uniandes.edu.co';'Susana Teresa Torres Correa';'C.C. 720393545';'7HJcYOhjl4';NULL;NULL;NULL;'Carrera 83 #36-23';NULL;'7490699';'Proveedor';'Persona natural';
'yo34@yahoo.com';'Supermercado 220';'NIT 757887579';'OZIpDWOP';NULL;NULL;NULL;'Carrera 6 #51-66';116;'2074054';'Comprador mayorista';'Empresa';
'vo98@uniandes.edu.co';'Antonio Ramiro Romero Salamanca';'C.C. 969112724';'NauOmhDi';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 50 #6-96';NULL;'6962529';'Administrador de local';'Persona natural';
'yari5@uniandes.edu.co';'Rafael Agustín Ramírez Medina';'C.C. 618645283';'LCamqKUSYKQO';'Cali';'Valle del Cauca';'Colombiano';NULL;138;'6997686';'Administrador de local';'Persona natural';
'movi97@hotmail.com';'Raul Martín Cruz Villalba';'C.C. 829032190';'1zgwhiRbftB';NULL;NULL;NULL;NULL;NULL;NULL;'Proveedor';'Persona natural';
'jawa19@hotmail.com';'Supermercado 890';'NIT 945410589';'nD0GImfPHN1';'Medellín';'Antioquia';'Colombiano';'Carrera 43 #7-59';NULL;'3501571';'Comprador mayorista';'Empresa';
'jado63@yahoo.com';'Ángela Juana Velázquez Álvarez';'C.C. 93416496';'Xc58lVDs1zS';NULL;NULL;NULL;'Calle 53 #86-39';NULL;'6630506';'Administrador de local';'Persona natural';
'xise6@uniandes.edu.co';'Hotel 391';'NIT 424913572';'aks5bfp4';'Medellín';'Antioquia';'Colombiano';'Calle 22 #42-21';678;'6526401';'Comprador mayorista';'Empresa';
'tupa86@uniandes.edu.co';'Diego Ernesto Velázquez Herrera';'C.C. 149086745';'qRj2ycomA';'Medellín';'Antioquia';'Colombiano';'Calle 64 #82-40';140;NULL;'Administrador de local';'Persona natural';
'xe16@hotmail.com';'Supermercado 954';'NIT 352415006';'EtYfjBW5WZC';'Cali';'Valle del Cauca';'Colombiano';NULL;567;NULL;'Comprador mayorista';'Empresa';
'du62@gmail.com';'Amanda Julieta Martínez Valdéz';'C.C. 745151038';'SeuHJ907';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 36 #75-26';NULL;NULL;'Proveedor';'Persona natural';
'wobi74@uniandes.edu.co';'Lucero Suárez Maldonado';'C.C. 504210871';'DHRG3BCu7Iff';NULL;NULL;NULL;NULL;NULL;'7451557';'Administrador de local';'Persona natural';
'xodi26@hotmail.com';'Johanna Catalina Medina Ramírez';'C.C. 697977445';'pjxP18dJS';'Medellín';'Antioquia';'Colombiano';NULL;490;NULL;'Administrador de local';'Persona natural';
'mefa73@uniandes.edu.co';'Hotel 325';'NIT 193343269';'N6Hcy8OOU';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'5079690';'Comprador mayorista';'Empresa';
'de41@uniandes.edu.co';'Lucero Duarte Flórez';'C.C. 533990140';'iJGbtU8kUL';'Cali';'Valle del Cauca';'Colombiano';'Calle 72 #76-77';319;'4877528';'Proveedor';'Persona natural';
'vu22@hotmail.com';'Hotel 768';'NIT 394374651';'9PcTBDWlDs';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 68 #74-48';NULL;'6863026';'Comprador mayorista';'Empresa';
'jijo35@uniandes.edu.co';'Johnathan César Medina Vásquez';'C.C. 606717346';'1m7tdlyt8xL';'Barranquilla';'Atlántico';'Colombiano';'Carrera 74 #3-10';NULL;NULL;'Proveedor';'Persona natural';
'gego62@hotmail.com';'Supermercado 979';'NIT 926771236';'e4yOvHBZ';'Bucaramanga';'Santander';'Colombiano';NULL;654;NULL;'Comprador mayorista';'Empresa';
'guya21@hotmail.com';'Ana Ofelia Ortiz Ávila';'C.C. 755539692';'FCe1azJbI0';'Medellín';'Antioquia';'Colombiano';'Calle 33 #82-84';NULL;'5807453';'Proveedor';'Persona natural';
'nuva58@uniandes.edu.co';'Antonio Cardozo Chávez';'C.C. 885389719';'v3sVLo1Jg';NULL;NULL;NULL;NULL;NULL;'6095925';'Administrador de local';'Persona natural';
'qovo55@yahoo.com';'Restaurante 828';'NIT 837653599';'nZg3jbVUlF9q';'Barranquilla';'Atlántico';'Colombiano';'Carrera 61 #68-77';NULL;'6406079';'Comprador mayorista';'Empresa';
'gi1@gmail.com';'Hotel 691';'NIT 384779918';'Jyv5Mpp6A0km';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 83 #16-02';397;'2020911';'Comprador mayorista';'Empresa';
'gami19@uniandes.edu.co';'Hotel 528';'NIT 637234446';'YSfZfE9nwJq';'Medellín';'Antioquia';'Colombiano';'Carrera 95 #11-75';499;NULL;'Comprador mayorista';'Empresa';
'coji26@hotmail.com';'Susana Helena Leiva Vargas';'C.C. 584960348';'HBWUCjZiN';'Cali';'Valle del Cauca';'Colombiano';'Carrera 21 #78-80';140;'6038800';'Proveedor';'Persona natural';
'caso85@yahoo.com';'Javier Salamanca Correa';'C.C. 692765823';'u3KC664Ih53m';'Barranquilla';'Atlántico';'Colombiano';'Calle 76 #86-38';NULL;'4310735';'Proveedor';'Persona natural';
'jiye1@uniandes.edu.co';'Daniela Paula Salamanca Moreno';'C.C. 363763982';'uCdrSwfKeJ';'Barranquilla';'Atlántico';'Colombiano';'Carrera 54 #15-71';NULL;NULL;'Proveedor';'Persona natural';
'pi83@gmail.com';'Hilda Duarte García';'C.C. 105336055';'8XUirqRF8to';'Cali';'Valle del Cauca';'Colombiano';'Calle 88 #68-54';437;'5822194';'Administrador de local';'Persona natural';
'kehu27@yahoo.com';'Restaurante 724';'NIT 573142509';'6mJyImNOclj';'Barranquilla';'Atlántico';'Colombiano';NULL;NULL;'4695662';'Comprador mayorista';'Empresa';
'bifi86@hotmail.com';'Supermercado 281';'NIT 766425913';'W36YRtQA7HFp';'Cali';'Valle del Cauca';'Colombiano';'Carrera 22 #2-66';784;'2249123';'Comprador mayorista';'Empresa';
'bace61@hotmail.com';'Esteban Alejandro Acuña Villalba';'C.C. 4390646';'yyTEjluWX97H';'Medellín';'Antioquia';'Colombiano';NULL;584;'2333182';'Proveedor';'Persona natural';
'luhi87@hotmail.com';'Ernesto Tobías Navarro Toledo';'C.C. 607059510';'BUTNPN27';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 32 #18-96';905;NULL;'Proveedor';'Persona natural';
'he88@hotmail.com';'Camilo Néstor Gutiérrez Ponce';'C.C. 551806116';'LfQ8dKJpzSJN';NULL;NULL;NULL;NULL;67;'4178638';'Proveedor';'Persona natural';
'wi29@yahoo.com';'Raquel Tatiana García Silva';'C.C. 414227638';'NRP0sIgp';NULL;NULL;NULL;NULL;541;'7503254';'Administrador de local';'Persona natural';
'pe99@uniandes.edu.co';'Restaurante 144';'NIT 956418441';'HjSfT0utnaYd';'Bucaramanga';'Santander';'Colombiano';NULL;912;'7524340';'Comprador mayorista';'Empresa';
'xafe94@yahoo.com';'Nicolás Emilio López Navarro';'C.C. 413212579';'Z0TvkGLF1Yp';'Cali';'Valle del Cauca';'Colombiano';'Carrera 10 #15-55';14;'4218616';'Administrador de local';'Persona natural';
'nu53@yahoo.com';'Susana Álvarez Rodríguez';'C.C. 964520980';'UmK1bpEoCTD';'Medellín';'Antioquia';'Colombiano';NULL;753;NULL;'Proveedor';'Persona natural';
'fo72@yahoo.com';'Juan Tobías Hernández Chávez';'C.C. 629587079';'C98gU3sG';'Bucaramanga';'Santander';'Colombiano';NULL;777;'3020457';'Proveedor';'Persona natural';
'le82@gmail.com';'Restaurante 969';'NIT 313873035';'bT0iAkldiVb6';'Medellín';'Antioquia';'Colombiano';'Calle 63 #82-30';NULL;NULL;'Comprador mayorista';'Empresa';
'yo20@yahoo.com';'Eva Arce Mendoza';'C.C. 592316233';'tJfChw5x';'Cali';'Valle del Cauca';'Colombiano';'Carrera 10 #11-05';258;'7298431';'Proveedor';'Persona natural';
'da45@yahoo.com';'Darío Francisco Acuña Ríos';'C.C. 538475718';'4KtAwsGPFex3';'Medellín';'Antioquia';'Colombiano';'Carrera 88 #6-26';946;NULL;'Proveedor';'Persona natural';
'ki67@yahoo.com';'Paola Lina Castro González';'C.C. 673446913';'a82omsHi';'Medellín';'Antioquia';'Colombiano';'Calle 63 #56-69';814;'5921656';'Proveedor';'Persona natural';
'du73@gmail.com';'Hotel 680';'NIT 200479781';'BA874As2';NULL;NULL;NULL;NULL;NULL;'5466637';'Comprador mayorista';'Empresa';
'mixe97@yahoo.com';'Tatiana Bárbara Rivero Páez';'C.C. 410253712';'TpXOEGu8FN4J';'Cali';'Valle del Cauca';'Colombiano';'Carrera 51 #59-80';503;'6493336';'Proveedor';'Persona natural';
'zeze44@yahoo.com';'Hotel 392';'NIT 587910161';'UKx4it6y';'Barranquilla';'Atlántico';'Colombiano';NULL;241;NULL;'Comprador mayorista';'Empresa';
'mi9@hotmail.com';'Restaurante 341';'NIT 260529611';'6sGgFRZASmE5';NULL;NULL;NULL;'Carrera 39 #73-93';740;NULL;'Comprador mayorista';'Empresa';
'wi26@uniandes.edu.co';'Adriana Rocío Domínguez Ramírez';'C.C. 596968119';'XxeLECRYRx';'Medellín';'Antioquia';'Colombiano';'Calle 32 #23-06';812;'7749210';'Administrador de local';'Persona natural';
'do49@hotmail.com';'Gustavo Fernando Acuña Núñez';'C.C. 852803586';'UJWCAW55ZExg';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;'7232815';'Proveedor';'Persona natural';
'wi82@uniandes.edu.co';'Tito Germán Benítez Silva';'C.C. 740910376';'regDvvXkWXCp';NULL;NULL;NULL;'Calle 37 #92-99';NULL;'3035921';'Administrador de local';'Persona natural';
'be9@uniandes.edu.co';'Mercedes Daniela Escobar Acuña';'C.C. 168575403';'DAY3yPGjZ3';'Bogotá';'Cundinamarca';'Colombiano';NULL;320;'4127819';'Proveedor';'Persona natural';
'faqe35@hotmail.com';'Jorge Julio Molina Villalba';'C.C. 29724110';'cCb8JRtPgDwz';'Cali';'Valle del Cauca';'Colombiano';NULL;937;'4774928';'Proveedor';'Persona natural';
'laji98@uniandes.edu.co';'Amanda Zoraida Correa Córdoba';'C.C. 357595569';'blw3YRgaP1v';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'vadi24@hotmail.com';'Trinidad Viviana Maldonado Castillo';'C.C. 194891632';'zESKPuGuJ';NULL;NULL;NULL;NULL;NULL;'7555187';'Administrador de local';'Persona natural';
'firu74@uniandes.edu.co';'Zoraida Ingrid Bravo Castillo';'C.C. 435465531';'sVZFUY7Lee';NULL;NULL;NULL;NULL;556;'6232960';'Proveedor';'Persona natural';
'yibo36@gmail.com';'Raquel Andrea Arias Navarro';'C.C. 76331622';'CZr6juJ1jWz';'Barranquilla';'Atlántico';'Colombiano';NULL;826;'5927881';'Administrador de local';'Persona natural';
'qocu24@gmail.com';'Supermercado 535';'NIT 419354464';'TCXpRFFx0X';NULL;NULL;NULL;'Calle 60 #97-48';33;NULL;'Comprador mayorista';'Empresa';
'di67@gmail.com';'Consuelo Mónica Cardozo Toledo';'C.C. 709005861';'zPiw8t8cbQ';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;'4663160';'Proveedor';'Persona natural';
'ma17@gmail.com';'Hotel 47';'NIT 266385136';'xmAxO0amJLi';'Bogotá';'Cundinamarca';'Colombiano';'Carrera 69 #71-49';NULL;'4913805';'Comprador mayorista';'Empresa';
'ba47@hotmail.com';'Blanca Marcela González Torres';'C.C. 60615739';'eI1z0dNueNjn';NULL;NULL;NULL;'Calle 98 #36-76';NULL;'3114585';'Proveedor';'Persona natural';
'toxi73@uniandes.edu.co';'Josefina Ponce Morales';'C.C. 325198851';'w4XmoC21';'Bogotá';'Cundinamarca';'Colombiano';NULL;839;NULL;'Proveedor';'Persona natural';
'zona94@gmail.com';'Orlando Mario Ortiz Valdéz';'C.C. 761433125';'8KW5UT7fIbaW';'Bucaramanga';'Santander';'Colombiano';NULL;323;'5685475';'Administrador de local';'Persona natural';
'qoqo65@yahoo.com';'Mónica Eva Ruiz Ríos';'C.C. 780094031';'xg3R07VbHs';'Cali';'Valle del Cauca';'Colombiano';NULL;NULL;NULL;'Administrador de local';'Persona natural';
'hihu92@uniandes.edu.co';'Restaurante 245';'NIT 57780019';'1TLpfhczJ';'Bogotá';'Cundinamarca';'Colombiano';NULL;497;'5415173';'Comprador mayorista';'Empresa';
'nune2@uniandes.edu.co';'Pilar Jenny Páez Soto';'C.C. 884349406';'3yVZB6LX2V';'Medellín';'Antioquia';'Colombiano';'Calle 73 #55-06';NULL;NULL;'Proveedor';'Persona natural';
'teza88@uniandes.edu.co';'Victoria Salamanca Castillo';'C.C. 711369969';'YzWIh30Uqj';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'fi59@gmail.com';'Rodolfo Joaquín Ramírez Chávez';'C.C. 269346746';'ZyPmP9I0Xd';'Medellín';'Antioquia';'Colombiano';NULL;118;'5757170';'Administrador de local';'Persona natural';
'vi42@yahoo.com';'Hotel 684';'NIT 480942989';'9CEeuXmnN0';'Barranquilla';'Atlántico';'Colombiano';NULL;317;'4221243';'Comprador mayorista';'Empresa';
'vigi13@gmail.com';'Ramiro Omar Martínez Ríos';'C.C. 143149533';'gAAO2Kty3WGs';'Bogotá';'Cundinamarca';'Colombiano';NULL;NULL;NULL;'Proveedor';'Persona natural';
'wo4@hotmail.com';'Victoria Muñoz Escobar';'C.C. 837475679';'zTnaV8XKqN';'Cali';'Valle del Cauca';'Colombiano';'Calle 56 #68-86';59;NULL;'Proveedor';'Persona natural';
'ji49@uniandes.edu.co';'Julia Alba Díaz Muñoz';'C.C. 469438704';'zjpDyXNSb6';'Medellín';'Antioquia';'Colombiano';'Calle 11 #77-40';NULL;'3664018';'Proveedor';'Persona natural';
'ri1@gmail.com';'Restaurante 638';'NIT 446552744';'yh2bj824HYdL';NULL;NULL;NULL;'Calle 62 #87-84';966;'2294327';'Comprador mayorista';'Empresa';
'jaka2@yahoo.com';'Diana Suárez Moreno';'C.C. 465970593';'HPzqf64Pb9eH';'Bogotá';'Cundinamarca';'Colombiano';NULL;524;NULL;'Proveedor';'Persona natural';
'ha55@yahoo.com';'Sara Zoraida Gómez Córdoba';'C.C. 608009917';'PVl39YPq';'Barranquilla';'Atlántico';'Colombiano';'Carrera 61 #86-78';312;'6095883';'Administrador de local';'Persona natural';
've89@hotmail.com';'Julio Horacio Rivero Chávez';'C.C. 759697637';'rANdsOokiP';'Bogotá';'Cundinamarca';'Colombiano';NULL;697;'2355250';'Proveedor';'Persona natural';
'ri39@gmail.com';'Pedro Germán Benítez Morales';'C.C. 158371708';'XOfzj3Upr8m';'Barranquilla';'Atlántico';'Colombiano';NULL;483;'7919085';'Administrador de local';'Persona natural';
'hito4@yahoo.com';'Marta Tatiana González Ortiz';'C.C. 794122219';'M2JTz9rio';'Bucaramanga';'Santander';'Colombiano';'Calle 28 #65-73';NULL;'3040619';'Proveedor';'Persona natural';
'pa97@gmail.com';'Hotel 328';'NIT 541357128';'CXFBSOqNb4';'Bucaramanga';'Santander';'Colombiano';NULL;NULL;'6426576';'Comprador mayorista';'Empresa';
'cexe62@gmail.com';'Dora Pilar Torres Escobar';'C.C. 866406784';'dXtxDxxeGOX';'Medellín';'Antioquia';'Colombiano';'Carrera 88 #33-28';712;NULL;'Administrador de local';'Persona natural';
