COD_USUARIO;COD_TIPO_PRODUCTO;CALIFICACION;
'se25@uniandes.edu.co';1;NULL;
'duda11@gmail.com';1;NULL;
'woke4@yahoo.com';3;4.4;
'hemu3@yahoo.com';3;2.3;
'fuxu44@yahoo.com';2;4.9;
'cowu5@gmail.com';3;3.8;
'fira57@hotmail.com';3;NULL;
'voda38@uniandes.edu.co';1;3.7;
'ruke45@gmail.com';3;NULL;
'wiwe33@gmail.com';2;NULL;
'moso52@yahoo.com';1;3.2;
'no86@yahoo.com';1;5.0;
'zaka37@uniandes.edu.co';3;3.5;
'wuya20@uniandes.edu.co';1;1.7;
'beti19@uniandes.edu.co';1;0.8;
'bi2@gmail.com';3;NULL;
'ciyu92@hotmail.com';2;0.7;
'nifo16@gmail.com';3;4.6;
'so99@hotmail.com';2;0.3;
'nuci14@hotmail.com';3;3.3;
'silu61@yahoo.com';3;3.8;
'peyi31@uniandes.edu.co';1;4.2;
'yo17@hotmail.com';3;4.4;
'ni6@hotmail.com';2;NULL;
'bo6@hotmail.com';1;2.1;
'ne63@uniandes.edu.co';3;NULL;
'qome58@hotmail.com';1;NULL;
'vizu98@uniandes.edu.co';1;0.4;
'zesi4@gmail.com';3;NULL;
'moho91@yahoo.com';3;2.6;
'tuki77@hotmail.com';1;NULL;
'lema2@gmail.com';3;1.5;
'di91@hotmail.com';2;NULL;
'yegu70@yahoo.com';1;NULL;
'sa79@uniandes.edu.co';1;4.9;
'gejo88@uniandes.edu.co';2;5.0;
'kope79@yahoo.com';3;0.0;
'pobe98@gmail.com';2;NULL;
'ro56@uniandes.edu.co';1;3.1;
'kica96@gmail.com';2;1.0;
'sa57@yahoo.com';3;2.2;
'si48@yahoo.com';1;NULL;
'nu40@yahoo.com';3;NULL;
'sibu39@gmail.com';1;0.1;
'zise75@yahoo.com';3;2.6;
'vo97@uniandes.edu.co';3;4.4;
'wi99@gmail.com';1;1.0;
'de45@uniandes.edu.co';2;NULL;
'yiga24@hotmail.com';3;0.4;
'xu40@gmail.com';2;2.2;
'mixi17@yahoo.com';3;NULL;
'wu33@yahoo.com';3;4.5;
'naqo13@hotmail.com';3;2.9;
'dere74@uniandes.edu.co';2;0.8;
'ki4@yahoo.com';2;4.5;
'neke90@yahoo.com';1;NULL;
'luyo52@yahoo.com';2;NULL;
'fupo85@yahoo.com';2;0.8;
'poli54@yahoo.com';1;0.6;
'hoge3@uniandes.edu.co';2;NULL;
'ziji89@gmail.com';3;NULL;
'rebo12@hotmail.com';1;0.1;
'lozi47@uniandes.edu.co';1;0.4;
'ku5@gmail.com';3;3.4;
'za60@hotmail.com';3;0.1;
'de5@uniandes.edu.co';3;NULL;
'zeve70@yahoo.com';1;1.5;
'te15@uniandes.edu.co';2;NULL;
'zido99@gmail.com';3;NULL;
'jowe72@gmail.com';1;4.1;
'deru52@uniandes.edu.co';1;NULL;
'hu40@yahoo.com';3;1.2;
'tame8@yahoo.com';2;4.7;
'si56@yahoo.com';1;3.7;
'be95@gmail.com';3;0.6;
'zuma93@uniandes.edu.co';3;1.7;
'ju2@hotmail.com';2;2.7;
'ha31@hotmail.com';3;NULL;
'si75@hotmail.com';1;NULL;
'ba56@yahoo.com';2;NULL;
'xu6@yahoo.com';1;3.4;
'xumi6@hotmail.com';2;NULL;
'gi54@hotmail.com';3;1.2;
'fu44@gmail.com';2;NULL;
'se94@hotmail.com';1;2.1;
'nano3@hotmail.com';1;1.1;
'tuqa11@hotmail.com';1;2.7;
'judi43@uniandes.edu.co';1;2.9;
'ju17@uniandes.edu.co';3;0.6;
'xiza99@yahoo.com';2;NULL;
'wive41@gmail.com';1;0.8;
'pe5@gmail.com';2;NULL;
're1@yahoo.com';3;0.0;
'piga88@yahoo.com';2;0.8;
'xero80@hotmail.com';2;0.0;
'ri89@gmail.com';2;5.0;
'vono10@uniandes.edu.co';3;1.5;
'vi19@hotmail.com';3;NULL;
'sica88@gmail.com';1;1.4;
'fu74@uniandes.edu.co';3;0.4;
'li49@uniandes.edu.co';1;NULL;
'ti32@hotmail.com';1;NULL;
'qane24@yahoo.com';2;4.0;
'pemu36@hotmail.com';2;0.5;
'qo27@hotmail.com';3;0.3;
'lata76@gmail.com';1;2.9;
'le69@uniandes.edu.co';1;0.2;
'tite82@hotmail.com';3;0.3;
'va2@hotmail.com';1;NULL;
'dudu86@yahoo.com';1;NULL;
'hu69@hotmail.com';2;1.3;
'do71@gmail.com';2;2.6;
'bohu86@uniandes.edu.co';2;NULL;
've82@yahoo.com';2;0.8;
'te24@yahoo.com';3;3.0;
'hahu11@uniandes.edu.co';1;NULL;
'tipe77@uniandes.edu.co';1;NULL;
'wome28@uniandes.edu.co';2;NULL;
'ya35@gmail.com';1;NULL;
're18@uniandes.edu.co';2;4.3;
'fori7@yahoo.com';1;1.6;
'te12@hotmail.com';2;NULL;
'no95@hotmail.com';2;4.4;
'bi42@yahoo.com';1;NULL;
'maca37@uniandes.edu.co';1;4.9;
'fu14@yahoo.com';2;0.5;
'gala85@yahoo.com';1;5.0;
'pe73@yahoo.com';1;NULL;
'pu68@yahoo.com';1;NULL;
'luge43@gmail.com';1;3.4;
'tesi86@gmail.com';2;1.5;
'baqi96@uniandes.edu.co';3;1.6;
'he20@hotmail.com';2;4.7;
'node88@hotmail.com';2;2.6;
'ku76@gmail.com';1;NULL;
'pejo90@uniandes.edu.co';3;0.1;
'tu21@hotmail.com';2;NULL;
'kopu23@gmail.com';2;1.0;
'ja68@yahoo.com';1;1.7;
'si65@uniandes.edu.co';2;4.4;
'ya25@yahoo.com';3;0.6;
'fu37@uniandes.edu.co';3;NULL;
'zu23@gmail.com';1;1.0;
'co77@uniandes.edu.co';3;2.8;
'mugu15@gmail.com';3;NULL;
'de3@gmail.com';3;2.5;
'cida42@uniandes.edu.co';3;1.3;
'tovo49@yahoo.com';1;NULL;
'bu96@uniandes.edu.co';3;4.3;
'kuto66@gmail.com';3;3.9;
'joxa15@yahoo.com';3;NULL;
'cide91@uniandes.edu.co';1;NULL;
'hoxa5@hotmail.com';3;0.1;
'jovu44@uniandes.edu.co';1;4.9;
'lo97@uniandes.edu.co';1;3.3;
'zuje20@gmail.com';1;NULL;
'tu77@yahoo.com';2;NULL;
'mu54@yahoo.com';1;4.2;
'le61@hotmail.com';3;NULL;
'guyo28@yahoo.com';1;2.1;
'pula81@uniandes.edu.co';1;4.1;
'qi83@yahoo.com';3;4.7;
'do5@uniandes.edu.co';3;NULL;
'kuvo40@yahoo.com';3;2.5;
'li81@yahoo.com';3;1.8;
'cibi40@gmail.com';3;0.2;
'yiku23@uniandes.edu.co';1;3.2;
'tebo57@gmail.com';1;2.7;
'tato33@hotmail.com';3;0.2;
'riyu20@yahoo.com';2;NULL;
'seya38@hotmail.com';3;3.3;
'go88@yahoo.com';2;2.9;
'deco59@gmail.com';3;NULL;
'xono91@gmail.com';2;2.2;
'jo66@gmail.com';2;3.2;
'ha89@yahoo.com';2;0.3;
'nege64@gmail.com';3;1.0;
'cu69@gmail.com';2;2.2;
'xa93@yahoo.com';2;1.0;
'zehe96@uniandes.edu.co';3;3.9;
'di34@gmail.com';1;0.4;
'bo47@gmail.com';3;3.9;
'zilo87@gmail.com';2;0.8;
'jacu9@hotmail.com';1;NULL;
'fa81@hotmail.com';1;NULL;
'kero15@uniandes.edu.co';2;NULL;
'losu89@yahoo.com';1;4.3;
'ya41@gmail.com';3;4.8;
'pebi27@yahoo.com';2;NULL;
'la32@uniandes.edu.co';1;4.4;
'to52@uniandes.edu.co';2;2.7;
'qo46@gmail.com';1;0.5;
'bi66@yahoo.com';2;NULL;
'xo9@gmail.com';1;NULL;
'bu79@uniandes.edu.co';3;2.3;
'pa22@hotmail.com';3;NULL;
'tosa62@uniandes.edu.co';2;4.5;
'gu31@yahoo.com';1;4.7;
'pumu18@uniandes.edu.co';3;4.9;
'xa99@hotmail.com';3;NULL;
'poxi66@gmail.com';2;NULL;
'zija80@yahoo.com';1;NULL;
'himo6@yahoo.com';1;NULL;
'zeme89@uniandes.edu.co';1;4.7;
'xere90@gmail.com';3;NULL;
'nusu67@gmail.com';2;NULL;
'senu23@uniandes.edu.co';3;NULL;
'cu66@hotmail.com';1;4.7;
'xe88@uniandes.edu.co';1;NULL;
'su67@yahoo.com';3;NULL;
'civu60@gmail.com';3;3.8;
'su25@gmail.com';3;4.2;
'qeza43@yahoo.com';2;3.1;
'za64@gmail.com';3;NULL;
'hidu46@uniandes.edu.co';2;NULL;
'fu12@yahoo.com';2;NULL;
'qo38@gmail.com';2;NULL;
'bedi39@yahoo.com';1;1.6;
'ka20@gmail.com';2;1.7;
'xo62@gmail.com';1;2.1;
'cuje50@uniandes.edu.co';3;2.6;
'xole12@yahoo.com';1;2.3;
'je30@uniandes.edu.co';2;2.0;
'ka65@hotmail.com';3;NULL;
'bi44@yahoo.com';3;4.1;
'fe63@uniandes.edu.co';1;1.4;
'hoge29@uniandes.edu.co';2;NULL;
'co47@yahoo.com';1;4.5;
'lavo49@gmail.com';2;NULL;
'ze51@gmail.com';3;NULL;
'beyo34@hotmail.com';3;0.4;
'mudi85@hotmail.com';1;NULL;
'gi89@uniandes.edu.co';1;NULL;
'xune99@uniandes.edu.co';2;NULL;
'towa9@gmail.com';1;4.5;
'wiwe89@yahoo.com';1;NULL;
'xegu5@hotmail.com';2;3.0;
'na30@yahoo.com';1;5.0;
'mimo88@yahoo.com';1;3.5;
'zafa46@uniandes.edu.co';2;NULL;
'zosa68@yahoo.com';3;1.9;
'qu66@uniandes.edu.co';1;NULL;
'li74@yahoo.com';1;NULL;
'nipi13@yahoo.com';1;NULL;
'gega30@uniandes.edu.co';2;2.7;
'lo68@uniandes.edu.co';1;NULL;
'pu15@yahoo.com';2;NULL;
'ni54@yahoo.com';2;4.1;
'fifa43@gmail.com';2;NULL;
'jumi11@yahoo.com';1;1.8;
'ya94@hotmail.com';3;2.9;
'je18@uniandes.edu.co';1;NULL;
'sesa97@uniandes.edu.co';3;3.3;
'yu56@hotmail.com';1;4.6;
'vada50@uniandes.edu.co';3;4.3;
'ta17@gmail.com';3;NULL;
'li65@hotmail.com';1;3.0;
'ju83@hotmail.com';2;NULL;
'ziga65@yahoo.com';2;NULL;
'pe9@yahoo.com';3;0.1;
'na68@uniandes.edu.co';2;NULL;
'jo98@yahoo.com';2;NULL;
'qo3@gmail.com';3;NULL;
'mihu76@yahoo.com';1;NULL;
'yunu75@gmail.com';2;3.9;
'wa99@hotmail.com';2;NULL;
'fe46@gmail.com';3;0.8;
'geha39@yahoo.com';1;0.9;
'nu25@hotmail.com';3;0.9;
'xihi10@yahoo.com';1;1.3;
'davo32@uniandes.edu.co';1;NULL;
'zado4@hotmail.com';2;NULL;
'ruse63@hotmail.com';3;0.7;
'yaro6@yahoo.com';2;NULL;
'xeda80@yahoo.com';1;1.3;
'xoni11@uniandes.edu.co';3;NULL;
'se78@gmail.com';2;0.8;
'mu76@hotmail.com';3;3.6;
'qi20@hotmail.com';1;5.0;
'zofo40@uniandes.edu.co';2;0.6;
'su49@gmail.com';1;NULL;
'vi35@yahoo.com';3;2.0;
'za33@uniandes.edu.co';2;4.1;
'zako70@hotmail.com';3;3.5;
'roja32@gmail.com';2;NULL;
'zu16@hotmail.com';3;2.6;
'medu32@yahoo.com';1;3.0;
'ki33@hotmail.com';2;2.6;
'bo70@gmail.com';2;NULL;
'za68@hotmail.com';2;NULL;
'voha55@uniandes.edu.co';1;2.0;
'mu52@hotmail.com';1;NULL;
'giro83@gmail.com';2;NULL;
're34@yahoo.com';3;NULL;
'qide89@yahoo.com';2;NULL;
'pu73@gmail.com';3;0.3;
'vu38@yahoo.com';1;1.6;
'xive50@hotmail.com';1;NULL;
'qifi59@gmail.com';1;3.6;
'dala55@yahoo.com';2;NULL;
'qume76@yahoo.com';1;NULL;
'mafa92@hotmail.com';2;NULL;
'zo93@gmail.com';3;NULL;
'rowo78@gmail.com';1;4.0;
'diti36@yahoo.com';2;NULL;
'de39@yahoo.com';1;1.8;
'nato3@gmail.com';2;1.2;
'le86@yahoo.com';3;NULL;
'made65@hotmail.com';3;NULL;
'zaca1@yahoo.com';2;0.1;
'xu78@gmail.com';3;3.3;
'li12@uniandes.edu.co';2;4.7;
'se22@gmail.com';1;NULL;
'jume14@hotmail.com';3;0.9;
'ro33@uniandes.edu.co';3;3.9;
'zije33@hotmail.com';3;NULL;
'bu35@yahoo.com';3;2.6;
'pi39@gmail.com';2;NULL;
'xosu14@hotmail.com';3;NULL;
'beri76@uniandes.edu.co';3;1.8;
'xa55@gmail.com';3;0.1;
'deyu8@uniandes.edu.co';3;4.0;
'suhe66@hotmail.com';1;3.2;
'nivu79@yahoo.com';1;0.2;
'tu54@uniandes.edu.co';2;NULL;
'ye52@hotmail.com';2;3.5;
'wufi97@gmail.com';2;NULL;
're57@hotmail.com';2;NULL;
'ra60@hotmail.com';2;NULL;
'suwo8@yahoo.com';3;0.6;
'xuba32@uniandes.edu.co';3;0.0;
'suzu56@hotmail.com';3;2.0;
'vawa59@hotmail.com';2;2.2;
'siji10@yahoo.com';3;1.7;
'je43@yahoo.com';2;NULL;
'je97@yahoo.com';3;3.3;
'tocu59@hotmail.com';1;3.9;
'qo65@gmail.com';2;NULL;
'wuga77@uniandes.edu.co';1;0.9;
'xeyi17@gmail.com';2;NULL;
'yu70@yahoo.com';3;4.6;
'ci17@uniandes.edu.co';1;1.0;
'juqa72@hotmail.com';3;2.9;
'xuwa29@uniandes.edu.co';1;4.7;
'jedo30@yahoo.com';2;1.6;
'jizu21@yahoo.com';2;NULL;
'vo85@gmail.com';3;0.9;
'la22@yahoo.com';2;NULL;
'de60@uniandes.edu.co';1;1.5;
'yexi83@uniandes.edu.co';3;NULL;
'lebo81@yahoo.com';3;NULL;
'tu79@yahoo.com';1;NULL;
'ja76@yahoo.com';2;3.6;
'mo86@hotmail.com';2;NULL;
'faka86@hotmail.com';3;3.4;
'koci67@yahoo.com';2;4.0;
'be81@gmail.com';1;NULL;
'koru40@yahoo.com';3;2.8;
'hu13@gmail.com';1;1.3;
'ye77@uniandes.edu.co';3;2.1;
'fagu90@hotmail.com';2;NULL;
'ju61@gmail.com';3;4.5;
'pu5@hotmail.com';2;3.3;
'hu93@yahoo.com';1;0.4;
'xezo53@uniandes.edu.co';2;NULL;
'suli52@uniandes.edu.co';1;1.2;
'giqu20@hotmail.com';2;NULL;
'wedi89@uniandes.edu.co';2;0.0;
'xa82@gmail.com';2;3.6;
'fi13@hotmail.com';2;4.4;
'zodo6@yahoo.com';1;NULL;
'nuti10@hotmail.com';3;NULL;
'bazu64@gmail.com';2;2.7;
'zu15@yahoo.com';3;4.3;
'qo60@hotmail.com';3;NULL;
'neho82@hotmail.com';1;NULL;
'na94@gmail.com';3;NULL;
'ciqi2@uniandes.edu.co';2;0.6;
'su95@gmail.com';1;NULL;
'du6@hotmail.com';2;NULL;
'tane39@yahoo.com';2;2.2;
'tame37@yahoo.com';3;0.9;
'mu6@hotmail.com';3;0.7;
'ra84@uniandes.edu.co';1;2.4;
'yowo77@gmail.com';2;1.9;
'qaqo41@uniandes.edu.co';3;NULL;
'qo21@uniandes.edu.co';2;NULL;
'mo94@hotmail.com';2;NULL;
'faco83@yahoo.com';1;1.5;
'roku32@gmail.com';2;1.8;
'faku66@hotmail.com';1;NULL;
'leqa57@gmail.com';3;NULL;
'neci3@uniandes.edu.co';1;NULL;
'ka4@gmail.com';2;NULL;
'toru38@hotmail.com';2;NULL;
'ci86@uniandes.edu.co';3;NULL;
'fe88@hotmail.com';3;2.5;
'tuxe71@uniandes.edu.co';2;NULL;
'quzi17@uniandes.edu.co';3;NULL;
'pife14@yahoo.com';3;NULL;
'fo37@gmail.com';2;3.9;
'noju25@yahoo.com';1;NULL;
'zuse85@hotmail.com';1;NULL;
'di76@hotmail.com';1;0.1;
'qife38@yahoo.com';3;NULL;
'va87@hotmail.com';1;1.9;
'foko35@yahoo.com';3;NULL;
'di15@uniandes.edu.co';1;3.2;
'mo3@gmail.com';2;5.0;
'sopi31@uniandes.edu.co';2;NULL;
'va56@uniandes.edu.co';3;NULL;
'viba49@hotmail.com';2;NULL;
'baqo59@yahoo.com';1;2.4;
'zepi12@yahoo.com';2;4.5;
'se90@hotmail.com';2;0.7;
'ca57@yahoo.com';3;0.1;
'lune10@gmail.com';1;NULL;
'hace20@uniandes.edu.co';1;NULL;
'muhe22@uniandes.edu.co';3;3.3;
'ja34@yahoo.com';3;3.3;
'pu89@hotmail.com';2;1.2;
'tuje40@hotmail.com';2;3.8;
'jese40@hotmail.com';3;NULL;
'si83@hotmail.com';1;1.9;
'tuze7@gmail.com';2;1.4;
'me47@hotmail.com';3;0.5;
'xevi49@uniandes.edu.co';1;1.1;
'gu3@gmail.com';3;1.7;
'pexa61@gmail.com';1;2.4;
'rena77@gmail.com';2;1.7;
'fu3@gmail.com';3;NULL;
'ba84@hotmail.com';3;0.7;
'ka12@gmail.com';3;NULL;
'reqi24@uniandes.edu.co';1;2.4;
'jo16@uniandes.edu.co';2;3.7;
'bo31@gmail.com';3;NULL;
'zari46@gmail.com';3;3.2;
'ro99@yahoo.com';3;NULL;
'ki59@uniandes.edu.co';1;NULL;
'di85@gmail.com';1;0.2;
'le8@uniandes.edu.co';2;NULL;
'xuka40@yahoo.com';2;1.5;
'pu52@yahoo.com';3;NULL;
'ne90@gmail.com';1;NULL;
'seme16@gmail.com';2;0.2;
'ko29@hotmail.com';2;1.8;
'gese70@gmail.com';2;0.3;
'sumo66@hotmail.com';1;1.6;
'be37@gmail.com';1;NULL;
'be89@uniandes.edu.co';2;NULL;
'qelu43@yahoo.com';2;0.0;
'budi64@hotmail.com';2;2.7;
'mi90@hotmail.com';3;NULL;
'nahe61@yahoo.com';3;2.5;
'tofa28@uniandes.edu.co';2;NULL;
'ni46@gmail.com';3;4.1;
'yido40@gmail.com';3;0.9;
'xale19@uniandes.edu.co';2;1.3;
'qujo21@uniandes.edu.co';3;0.4;
'pe40@uniandes.edu.co';2;4.3;
'bu8@uniandes.edu.co';3;3.6;
'xi18@hotmail.com';3;1.4;
'zute9@uniandes.edu.co';1;4.3;
'wo26@uniandes.edu.co';2;1.9;
'losu96@gmail.com';3;0.8;
'po62@hotmail.com';3;3.4;
'sahe71@hotmail.com';3;2.0;
'qo96@gmail.com';3;NULL;
'mu44@yahoo.com';3;0.8;
'ji87@uniandes.edu.co';1;NULL;
'coya69@uniandes.edu.co';2;3.4;
'juxi92@hotmail.com';3;3.4;
'doni55@yahoo.com';1;NULL;
'tu72@gmail.com';3;NULL;
'muxe21@yahoo.com';1;4.2;
'ci18@uniandes.edu.co';1;NULL;
'ko79@gmail.com';2;3.6;
'va43@uniandes.edu.co';3;3.8;
'ki71@gmail.com';3;1.7;
'xi3@yahoo.com';1;2.0;
'faxu99@yahoo.com';3;4.1;
'muha11@hotmail.com';1;2.1;
'zoqe83@uniandes.edu.co';2;NULL;
'pise58@hotmail.com';3;0.2;
'bebu19@yahoo.com';2;2.9;
'zuze91@hotmail.com';2;NULL;
'gexu92@yahoo.com';1;NULL;
'mena59@gmail.com';3;0.8;
'xi68@yahoo.com';3;2.2;
'qu31@uniandes.edu.co';1;NULL;
'mo42@yahoo.com';1;0.9;
'ru34@yahoo.com';2;2.3;
'qeyu77@uniandes.edu.co';1;0.2;
'te91@yahoo.com';1;NULL;
'nixu54@yahoo.com';2;NULL;
'jo53@uniandes.edu.co';1;1.2;
'lu3@gmail.com';2;3.9;
'tiga92@yahoo.com';1;NULL;
'je83@yahoo.com';3;1.9;
'gogu22@gmail.com';3;NULL;
'tu95@hotmail.com';2;NULL;
'ya56@yahoo.com';1;4.3;
'rovi13@yahoo.com';2;3.1;
'la41@hotmail.com';3;NULL;
'vi43@hotmail.com';1;5.0;
'co26@gmail.com';1;NULL;
'funa90@yahoo.com';3;NULL;
'qoho58@uniandes.edu.co';2;NULL;
'duta72@hotmail.com';3;0.4;
'cola27@uniandes.edu.co';2;2.3;
'jage25@yahoo.com';2;NULL;
'henu89@uniandes.edu.co';3;NULL;
'ki58@uniandes.edu.co';3;2.4;
'qe88@hotmail.com';3;2.3;
'he9@gmail.com';1;3.4;
'va74@uniandes.edu.co';1;NULL;
'wo54@hotmail.com';3;2.2;
'cuqi7@gmail.com';3;NULL;
'paro48@uniandes.edu.co';1;3.0;
'zi96@uniandes.edu.co';1;4.6;
'pozi45@gmail.com';1;1.3;
'defu16@yahoo.com';3;NULL;
'dowa26@gmail.com';3;NULL;
'ga57@hotmail.com';1;NULL;
'dago73@gmail.com';1;0.5;
'reyo76@yahoo.com';1;1.7;
'xu29@hotmail.com';2;NULL;
'zi30@gmail.com';3;NULL;
'jequ44@uniandes.edu.co';2;NULL;
'na87@hotmail.com';3;4.5;
'yipu44@gmail.com';2;NULL;
'puru87@hotmail.com';1;NULL;
'viji3@yahoo.com';3;2.9;
'jenu15@uniandes.edu.co';2;2.5;
'teco31@hotmail.com';2;NULL;
'ja78@hotmail.com';3;NULL;
'ko48@yahoo.com';1;2.4;
'gi7@gmail.com';1;0.5;
'heyu51@gmail.com';3;0.9;
'te81@yahoo.com';1;0.6;
'so33@hotmail.com';3;NULL;
'wo1@yahoo.com';2;NULL;
'keba46@hotmail.com';2;1.9;
'he1@yahoo.com';3;0.3;
'rano1@uniandes.edu.co';3;3.4;
'fe68@yahoo.com';3;4.1;
'mo22@gmail.com';2;NULL;
'pi7@uniandes.edu.co';2;0.1;
'ho30@gmail.com';1;4.4;
'papi65@uniandes.edu.co';1;1.1;
'xa19@yahoo.com';2;NULL;
'biso7@uniandes.edu.co';1;4.8;
'xa93@uniandes.edu.co';1;3.7;
'dopu49@gmail.com';1;2.4;
'jelu64@yahoo.com';1;NULL;
