NUMERO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_RECIBIDA;COD_PROVEEDOR_ELEGIDO;FECHA_CREACION;FECHA_MAXIMA_PROPUESTAS;FECHA_ESPERADA_ENTREGA;FECHA_ENTREGA;CALIFICACION_ENTREGA;HA_SIDO_ELEGIDA;HA_SIDO_SATISFECHA;
7489613;62;23;1;0;'fa57@yahoo.com';TO_DATE('2013-07-19','YYYY-MM-DD');TO_TIMESTAMP('2013-07-28 07:20:17','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-04','YYYY-MM-DD');NULL;NULL;'Si';'No';
2456874;50;11;5;0;NULL;TO_DATE('2013-09-17','YYYY-MM-DD');TO_TIMESTAMP('2013-09-26 00:30:10','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1541029;37;24;16;0;NULL;TO_DATE('2014-04-07','YYYY-MM-DD');TO_TIMESTAMP('2014-04-11 03:16:22','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4258474;11;14;5;0;'mi6@gmail.com';TO_DATE('2013-06-30','YYYY-MM-DD');TO_TIMESTAMP('2013-07-11 04:45:34','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-22','YYYY-MM-DD');NULL;NULL;'Si';'No';
759951;32;22;19;19;'zaxo26@gmail.com';TO_DATE('2014-04-18','YYYY-MM-DD');TO_TIMESTAMP('2014-04-23 13:44:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-05-05','YYYY-MM-DD');TO_DATE('2014-05-06','YYYY-MM-DD');4;'Si';'Si';
6602388;54;27;13;0;NULL;TO_DATE('2013-12-15','YYYY-MM-DD');TO_TIMESTAMP('2013-12-23 06:01:32','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9636484;52;20;18;0;NULL;TO_DATE('2013-09-09','YYYY-MM-DD');TO_TIMESTAMP('2013-09-17 04:44:07','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1537163;30;18;12;0;NULL;TO_DATE('2014-02-24','YYYY-MM-DD');TO_TIMESTAMP('2014-02-25 15:02:06','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6540350;50;19;7;0;NULL;TO_DATE('2013-10-12','YYYY-MM-DD');TO_TIMESTAMP('2013-10-21 04:05:40','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6815519;71;7;11;0;NULL;TO_DATE('2013-11-20','YYYY-MM-DD');TO_TIMESTAMP('2013-11-26 21:23:29','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
666167;67;9;10;15;'pu85@hotmail.com';TO_DATE('2014-03-06','YYYY-MM-DD');TO_TIMESTAMP('2014-03-16 20:31:33','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-27','YYYY-MM-DD');TO_DATE('2014-03-31','YYYY-MM-DD');1;'Si';'Si';
1178979;72;3;6;6;'me98@gmail.com';TO_DATE('2013-09-23','YYYY-MM-DD');TO_TIMESTAMP('2013-09-28 10:06:22','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-08','YYYY-MM-DD');TO_DATE('2013-10-08','YYYY-MM-DD');5;'Si';'Si';
294379;72;6;3;3;'to8@yahoo.com';TO_DATE('2013-06-27','YYYY-MM-DD');TO_TIMESTAMP('2013-06-29 11:52:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-14','YYYY-MM-DD');TO_DATE('2013-07-15','YYYY-MM-DD');4;'Si';'Si';
64703;68;1;13;0;NULL;TO_DATE('2013-12-05','YYYY-MM-DD');TO_TIMESTAMP('2013-12-14 01:05:46','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4904702;72;8;20;0;NULL;TO_DATE('2013-06-20','YYYY-MM-DD');TO_TIMESTAMP('2013-06-28 08:26:15','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2589556;72;1;7;0;NULL;TO_DATE('2013-12-13','YYYY-MM-DD');TO_TIMESTAMP('2013-12-16 19:43:08','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7657525;58;18;13;0;'hoge3@uniandes.edu.co';TO_DATE('2013-09-08','YYYY-MM-DD');TO_TIMESTAMP('2013-09-16 13:01:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-23','YYYY-MM-DD');NULL;NULL;'Si';'No';
7781260;53;12;18;0;NULL;TO_DATE('2013-09-19','YYYY-MM-DD');TO_TIMESTAMP('2013-09-30 16:56:23','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8022554;68;5;4;0;NULL;TO_DATE('2013-10-19','YYYY-MM-DD');TO_TIMESTAMP('2013-10-24 10:57:52','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2484974;71;6;18;0;'ji68@uniandes.edu.co';TO_DATE('2014-02-12','YYYY-MM-DD');TO_TIMESTAMP('2014-02-17 15:50:28','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-24','YYYY-MM-DD');NULL;NULL;'Si';'No';
5765739;68;6;4;0;'wo72@gmail.com';TO_DATE('2013-05-24','YYYY-MM-DD');TO_TIMESTAMP('2013-05-28 10:11:39','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-10','YYYY-MM-DD');NULL;NULL;'Si';'No';
8681962;51;19;15;0;'bohu86@uniandes.edu.co';TO_DATE('2013-05-18','YYYY-MM-DD');TO_TIMESTAMP('2013-05-23 00:11:23','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-04','YYYY-MM-DD');NULL;NULL;'Si';'No';
8965433;69;9;2;0;NULL;TO_DATE('2013-05-16','YYYY-MM-DD');TO_TIMESTAMP('2013-05-26 15:50:03','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4370264;71;2;2;2;'dido65@hotmail.com';TO_DATE('2014-01-20','YYYY-MM-DD');TO_TIMESTAMP('2014-01-30 00:18:56','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-13','YYYY-MM-DD');TO_DATE('2014-02-08','YYYY-MM-DD');5;'Si';'Si';
360455;24;27;9;0;'wije11@yahoo.com';TO_DATE('2013-06-25','YYYY-MM-DD');TO_TIMESTAMP('2013-06-30 07:10:10','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-10','YYYY-MM-DD');NULL;NULL;'Si';'No';
3313924;10;11;11;0;NULL;TO_DATE('2013-07-02','YYYY-MM-DD');TO_TIMESTAMP('2013-07-08 12:16:55','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8150686;58;11;9;0;NULL;TO_DATE('2013-11-25','YYYY-MM-DD');TO_TIMESTAMP('2013-11-30 04:30:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6861081;64;25;13;26;'pe40@uniandes.edu.co';TO_DATE('2013-11-19','YYYY-MM-DD');TO_TIMESTAMP('2013-11-20 22:21:02','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-30','YYYY-MM-DD');TO_DATE('2013-11-27','YYYY-MM-DD');5;'Si';'Si';
862300;50;23;8;0;NULL;TO_DATE('2013-06-09','YYYY-MM-DD');TO_TIMESTAMP('2013-06-19 20:01:44','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5279694;69;1;9;9;'fola89@uniandes.edu.co';TO_DATE('2013-12-30','YYYY-MM-DD');TO_TIMESTAMP('2014-01-05 14:35:55','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-12','YYYY-MM-DD');TO_DATE('2014-01-09','YYYY-MM-DD');5;'Si';'Si';
598081;68;6;13;0;NULL;TO_DATE('2013-08-10','YYYY-MM-DD');TO_TIMESTAMP('2013-08-15 06:21:03','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
3793036;60;15;1;0;NULL;TO_DATE('2014-03-23','YYYY-MM-DD');TO_TIMESTAMP('2014-03-28 08:23:01','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6195715;71;5;9;0;'bi14@yahoo.com';TO_DATE('2013-12-21','YYYY-MM-DD');TO_TIMESTAMP('2013-12-29 18:24:27','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
4071592;59;16;8;0;NULL;TO_DATE('2014-02-14','YYYY-MM-DD');TO_TIMESTAMP('2014-02-21 15:45:10','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1398932;68;2;2;2;'ta61@hotmail.com';TO_DATE('2014-01-19','YYYY-MM-DD');TO_TIMESTAMP('2014-01-29 16:48:08','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-13','YYYY-MM-DD');TO_DATE('2014-02-16','YYYY-MM-DD');2;'Si';'Si';
6994519;71;5;13;0;NULL;TO_DATE('2013-12-24','YYYY-MM-DD');TO_TIMESTAMP('2013-12-24 20:50:06','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4765124;59;30;17;0;NULL;TO_DATE('2013-06-24','YYYY-MM-DD');TO_TIMESTAMP('2013-07-04 06:19:40','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8424282;10;25;10;12;'da45@yahoo.com';TO_DATE('2014-03-21','YYYY-MM-DD');TO_TIMESTAMP('2014-03-24 12:15:31','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-01','YYYY-MM-DD');TO_DATE('2014-04-02','YYYY-MM-DD');4;'Si';'Si';
6311367;65;24;17;17;'zefa53@yahoo.com';TO_DATE('2013-08-18','YYYY-MM-DD');TO_TIMESTAMP('2013-08-22 02:02:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-03','YYYY-MM-DD');TO_DATE('2013-09-06','YYYY-MM-DD');2;'Si';'Si';
1579619;70;6;5;5;'piqa72@yahoo.com';TO_DATE('2013-09-16','YYYY-MM-DD');TO_TIMESTAMP('2013-09-26 04:55:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-09','YYYY-MM-DD');TO_DATE('2013-10-12','YYYY-MM-DD');2;'Si';'Si';
8490302;58;12;15;0;NULL;TO_DATE('2013-04-22','YYYY-MM-DD');TO_TIMESTAMP('2013-04-25 17:33:18','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6660593;27;27;8;0;'xi11@gmail.com';TO_DATE('2013-12-17','YYYY-MM-DD');TO_TIMESTAMP('2013-12-18 09:37:36','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-02','YYYY-MM-DD');NULL;NULL;'Si';'No';
3632456;60;14;20;0;NULL;TO_DATE('2013-06-05','YYYY-MM-DD');TO_TIMESTAMP('2013-06-09 17:54:15','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5297042;60;16;20;37;'jizu21@yahoo.com';TO_DATE('2013-07-12','YYYY-MM-DD');TO_TIMESTAMP('2013-07-19 15:34:00','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-28','YYYY-MM-DD');TO_DATE('2013-07-24','YYYY-MM-DD');5;'Si';'Si';
9629347;35;25;20;0;'ya35@gmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_TIMESTAMP('2014-02-07 04:26:07','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-21','YYYY-MM-DD');NULL;NULL;'Si';'No';
2542596;67;10;17;0;'nohu78@uniandes.edu.co';TO_DATE('2013-12-28','YYYY-MM-DD');TO_TIMESTAMP('2013-12-30 19:36:45','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-08','YYYY-MM-DD');NULL;NULL;'Si';'No';
3188574;11;23;16;16;'biso7@uniandes.edu.co';TO_DATE('2013-10-22','YYYY-MM-DD');TO_TIMESTAMP('2013-10-25 19:10:51','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-11-04','YYYY-MM-DD');TO_DATE('2013-11-07','YYYY-MM-DD');2;'Si';'Si';
6480565;72;4;20;0;NULL;TO_DATE('2013-08-11','YYYY-MM-DD');TO_TIMESTAMP('2013-08-19 17:09:37','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4107748;51;19;20;20;'lo8@yahoo.com';TO_DATE('2013-09-14','YYYY-MM-DD');TO_TIMESTAMP('2013-09-19 08:41:09','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-04','YYYY-MM-DD');TO_DATE('2013-10-05','YYYY-MM-DD');4;'Si';'Si';
4611913;63;14;8;8;'yabo47@uniandes.edu.co';TO_DATE('2013-06-07','YYYY-MM-DD');TO_TIMESTAMP('2013-06-14 12:14:30','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-21','YYYY-MM-DD');TO_DATE('2013-06-22','YYYY-MM-DD');4;'Si';'Si';
1283243;66;19;4;0;NULL;TO_DATE('2013-09-06','YYYY-MM-DD');TO_TIMESTAMP('2013-09-16 21:02:07','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6740969;23;14;3;0;NULL;TO_DATE('2013-12-03','YYYY-MM-DD');TO_TIMESTAMP('2013-12-14 08:56:39','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2025281;67;3;2;2;'pe46@uniandes.edu.co';TO_DATE('2013-12-19','YYYY-MM-DD');TO_TIMESTAMP('2013-12-23 17:32:18','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-31','YYYY-MM-DD');TO_DATE('2014-01-04','YYYY-MM-DD');1;'Si';'Si';
2290515;69;1;18;0;NULL;TO_DATE('2013-05-01','YYYY-MM-DD');TO_TIMESTAMP('2013-05-06 20:01:00','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9676471;36;13;4;0;NULL;TO_DATE('2013-12-17','YYYY-MM-DD');TO_TIMESTAMP('2013-12-24 04:59:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1457630;72;5;10;10;'ko84@hotmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_TIMESTAMP('2014-02-03 06:11:24','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-10','YYYY-MM-DD');TO_DATE('2014-02-15','YYYY-MM-DD');0;'Si';'Si';
4324147;72;6;13;0;NULL;TO_DATE('2013-05-31','YYYY-MM-DD');TO_TIMESTAMP('2013-06-02 21:51:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8448197;69;7;8;0;NULL;TO_DATE('2013-08-11','YYYY-MM-DD');TO_TIMESTAMP('2013-08-15 00:08:53','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6316051;35;14;17;0;NULL;TO_DATE('2013-09-26','YYYY-MM-DD');TO_TIMESTAMP('2013-09-27 23:06:42','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9598480;30;25;11;11;'fe63@uniandes.edu.co';TO_DATE('2014-03-17','YYYY-MM-DD');TO_TIMESTAMP('2014-03-20 18:47:14','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-27','YYYY-MM-DD');TO_DATE('2014-03-25','YYYY-MM-DD');5;'Si';'Si';
1327569;69;3;20;33;'to8@yahoo.com';TO_DATE('2014-03-18','YYYY-MM-DD');TO_TIMESTAMP('2014-03-25 05:07:12','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-02','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');0;'Si';'Si';
8040141;39;14;10;14;'jijo35@uniandes.edu.co';TO_DATE('2013-08-24','YYYY-MM-DD');TO_TIMESTAMP('2013-08-30 18:51:37','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-14','YYYY-MM-DD');TO_DATE('2013-09-17','YYYY-MM-DD');2;'Si';'Si';
7507430;59;21;5;0;NULL;TO_DATE('2013-10-02','YYYY-MM-DD');TO_TIMESTAMP('2013-10-13 14:13:47','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2157397;53;25;4;0;NULL;TO_DATE('2013-06-18','YYYY-MM-DD');TO_TIMESTAMP('2013-06-20 22:46:23','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8035301;66;28;1;2;'vi32@uniandes.edu.co';TO_DATE('2013-04-21','YYYY-MM-DD');TO_TIMESTAMP('2013-04-27 15:17:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-05','YYYY-MM-DD');TO_DATE('2013-05-04','YYYY-MM-DD');5;'Si';'Si';
6269170;2;15;4;0;'ja17@gmail.com';TO_DATE('2013-06-30','YYYY-MM-DD');TO_TIMESTAMP('2013-07-07 14:16:49','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-19','YYYY-MM-DD');NULL;NULL;'Si';'No';
2761733;16;20;5;0;NULL;TO_DATE('2013-06-07','YYYY-MM-DD');TO_TIMESTAMP('2013-06-18 06:41:39','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
331625;60;26;2;0;NULL;TO_DATE('2013-11-27','YYYY-MM-DD');TO_TIMESTAMP('2013-12-05 00:34:58','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5822029;68;9;7;0;'mala37@gmail.com';TO_DATE('2013-06-08','YYYY-MM-DD');TO_TIMESTAMP('2013-06-18 05:41:49','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-01','YYYY-MM-DD');NULL;NULL;'Si';'No';
2073457;27;27;15;15;'zodo6@yahoo.com';TO_DATE('2013-05-14','YYYY-MM-DD');TO_TIMESTAMP('2013-05-19 09:41:38','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-31','YYYY-MM-DD');TO_DATE('2013-06-04','YYYY-MM-DD');1;'Si';'Si';
4466481;36;24;4;0;NULL;TO_DATE('2014-02-15','YYYY-MM-DD');TO_TIMESTAMP('2014-02-16 01:32:01','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
1564165;27;29;18;0;'teri38@uniandes.edu.co';TO_DATE('2013-05-13','YYYY-MM-DD');TO_TIMESTAMP('2013-05-15 05:49:52','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-23','YYYY-MM-DD');NULL;NULL;'Si';'No';
5912966;42;27;4;0;NULL;TO_DATE('2013-07-14','YYYY-MM-DD');TO_TIMESTAMP('2013-07-25 00:10:31','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
7724929;28;26;13;13;'xevi49@uniandes.edu.co';TO_DATE('2013-06-22','YYYY-MM-DD');TO_TIMESTAMP('2013-06-25 12:40:32','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-02','YYYY-MM-DD');TO_DATE('2013-06-28','YYYY-MM-DD');5;'Si';'Si';
424909;70;8;2;0;'yana10@hotmail.com';TO_DATE('2013-07-13','YYYY-MM-DD');TO_TIMESTAMP('2013-07-23 07:04:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-01','YYYY-MM-DD');NULL;NULL;'Si';'No';
2875785;72;5;7;13;'nu93@gmail.com';TO_DATE('2014-01-31','YYYY-MM-DD');TO_TIMESTAMP('2014-02-07 03:30:05','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-02-16','YYYY-MM-DD');TO_DATE('2014-02-15','YYYY-MM-DD');5;'Si';'Si';
6788779;12;19;6;7;'nese28@uniandes.edu.co';TO_DATE('2013-06-10','YYYY-MM-DD');TO_TIMESTAMP('2013-06-17 05:52:08','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-06-29','YYYY-MM-DD');TO_DATE('2013-06-24','YYYY-MM-DD');5;'Si';'Si';
3978144;37;15;5;5;'kiyi82@hotmail.com';TO_DATE('2013-08-12','YYYY-MM-DD');TO_TIMESTAMP('2013-08-16 20:01:32','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-29','YYYY-MM-DD');TO_DATE('2013-08-25','YYYY-MM-DD');5;'Si';'Si';
2951252;67;2;19;19;'nu93@gmail.com';TO_DATE('2014-03-20','YYYY-MM-DD');TO_TIMESTAMP('2014-03-31 17:05:03','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-09','YYYY-MM-DD');TO_DATE('2014-04-07','YYYY-MM-DD');5;'Si';'Si';
1774448;71;7;5;0;NULL;TO_DATE('2013-09-14','YYYY-MM-DD');TO_TIMESTAMP('2013-09-18 22:10:12','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
507967;69;2;3;3;'da16@hotmail.com';TO_DATE('2013-05-01','YYYY-MM-DD');TO_TIMESTAMP('2013-05-04 21:37:37','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-05-14','YYYY-MM-DD');TO_DATE('2013-05-19','YYYY-MM-DD');0;'Si';'Si';
5336022;71;7;5;0;'nosu82@hotmail.com';TO_DATE('2014-02-28','YYYY-MM-DD');TO_TIMESTAMP('2014-03-02 23:27:06','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-12','YYYY-MM-DD');NULL;NULL;'Si';'No';
2735968;67;2;17;0;'bega73@uniandes.edu.co';TO_DATE('2013-12-29','YYYY-MM-DD');TO_TIMESTAMP('2013-12-31 02:55:11','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-01-10','YYYY-MM-DD');NULL;NULL;'Si';'No';
8590507;53;17;20;0;NULL;TO_DATE('2013-08-13','YYYY-MM-DD');TO_TIMESTAMP('2013-08-14 19:20:05','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8088550;53;30;19;0;NULL;TO_DATE('2013-06-14','YYYY-MM-DD');TO_TIMESTAMP('2013-06-14 22:28:07','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6379539;38;15;12;0;NULL;TO_DATE('2014-02-18','YYYY-MM-DD');TO_TIMESTAMP('2014-02-27 14:09:58','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
6835942;29;25;16;0;NULL;TO_DATE('2013-06-15','YYYY-MM-DD');TO_TIMESTAMP('2013-06-24 17:20:42','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4052160;22;26;6;0;NULL;TO_DATE('2013-07-08','YYYY-MM-DD');TO_TIMESTAMP('2013-07-11 15:47:07','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
8410725;71;6;18;0;NULL;TO_DATE('2013-09-11','YYYY-MM-DD');TO_TIMESTAMP('2013-09-13 08:18:32','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
2915457;69;9;1;0;'misi25@hotmail.com';TO_DATE('2013-10-03','YYYY-MM-DD');TO_TIMESTAMP('2013-10-13 11:56:36','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-22','YYYY-MM-DD');NULL;NULL;'Si';'No';
2001587;10;17;17;25;'bu83@hotmail.com';TO_DATE('2013-08-07','YYYY-MM-DD');TO_TIMESTAMP('2013-08-16 13:59:23','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-30','YYYY-MM-DD');TO_DATE('2013-09-02','YYYY-MM-DD');2;'Si';'Si';
9583602;8;13;11;0;NULL;TO_DATE('2013-09-10','YYYY-MM-DD');TO_TIMESTAMP('2013-09-16 09:07:43','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9518593;27;27;19;0;'pize39@uniandes.edu.co';TO_DATE('2014-03-18','YYYY-MM-DD');TO_TIMESTAMP('2014-03-20 22:14:01','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-04-01','YYYY-MM-DD');NULL;NULL;'Si';'No';
8786834;48;14;2;0;NULL;TO_DATE('2013-08-25','YYYY-MM-DD');TO_TIMESTAMP('2013-09-05 05:36:08','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
5109606;72;4;10;15;'beri76@uniandes.edu.co';TO_DATE('2013-09-03','YYYY-MM-DD');TO_TIMESTAMP('2013-09-03 23:05:21','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-16','YYYY-MM-DD');TO_DATE('2013-09-19','YYYY-MM-DD');2;'Si';'Si';
879613;72;2;13;0;'feqi76@uniandes.edu.co';TO_DATE('2013-06-17','YYYY-MM-DD');TO_TIMESTAMP('2013-06-24 15:23:44','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-07','YYYY-MM-DD');NULL;NULL;'Si';'No';
9373571;57;17;15;0;NULL;TO_DATE('2013-08-23','YYYY-MM-DD');TO_TIMESTAMP('2013-08-27 23:38:11','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4277023;72;2;18;0;NULL;TO_DATE('2013-05-23','YYYY-MM-DD');TO_TIMESTAMP('2013-05-25 00:42:49','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
4776866;67;8;13;0;'funa90@yahoo.com';TO_DATE('2013-09-09','YYYY-MM-DD');TO_TIMESTAMP('2013-09-11 17:39:18','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-09-20','YYYY-MM-DD');NULL;NULL;'Si';'No';
2370067;25;26;9;9;'ta82@uniandes.edu.co';TO_DATE('2013-06-25','YYYY-MM-DD');TO_TIMESTAMP('2013-06-30 00:01:58','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-07-12','YYYY-MM-DD');TO_DATE('2013-07-17','YYYY-MM-DD');0;'Si';'Si';
8020503;20;23;12;0;'yezi15@gmail.com';TO_DATE('2013-09-18','YYYY-MM-DD');TO_TIMESTAMP('2013-09-20 00:42:27','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-03','YYYY-MM-DD');NULL;NULL;'Si';'No';
5925743;69;5;19;0;'hofe67@yahoo.com';TO_DATE('2013-10-07','YYYY-MM-DD');TO_TIMESTAMP('2013-10-11 00:55:11','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-19','YYYY-MM-DD');NULL;NULL;'Si';'No';
6396775;62;18;20;0;NULL;TO_DATE('2013-10-10','YYYY-MM-DD');TO_TIMESTAMP('2013-10-13 00:33:18','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
9203186;66;11;16;0;'mofo72@hotmail.com';TO_DATE('2013-07-31','YYYY-MM-DD');TO_TIMESTAMP('2013-08-11 01:57:45','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-08-24','YYYY-MM-DD');NULL;NULL;'Si';'No';
2364121;70;1;6;6;'zi30@gmail.com';TO_DATE('2013-09-30','YYYY-MM-DD');TO_TIMESTAMP('2013-10-05 17:17:19','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-10-19','YYYY-MM-DD');TO_DATE('2013-10-24','YYYY-MM-DD');0;'Si';'Si';
8807484;69;4;3;0;'ku38@gmail.com';TO_DATE('2013-12-12','YYYY-MM-DD');TO_TIMESTAMP('2013-12-14 07:06:35','YYYY-MM-DD HH24:MI:SS');TO_DATE('2013-12-26','YYYY-MM-DD');NULL;NULL;'Si';'No';
5591673;53;13;18;25;'vasi76@uniandes.edu.co';TO_DATE('2014-03-12','YYYY-MM-DD');TO_TIMESTAMP('2014-03-17 05:48:50','YYYY-MM-DD HH24:MI:SS');TO_DATE('2014-03-27','YYYY-MM-DD');TO_DATE('2014-03-25','YYYY-MM-DD');5;'Si';'Si';
8857592;72;8;19;0;NULL;TO_DATE('2014-01-30','YYYY-MM-DD');TO_TIMESTAMP('2014-01-30 20:54:19','YYYY-MM-DD HH24:MI:SS');NULL;NULL;NULL;'No';'No';
